[1372, 849]
[section-title, [127.0, 145.0, 583.0, 30.0], shoonya_0sOVL9CYD7DCBI, 5710280]
[section-title, [127.0, 175.0, 583.0, 30.0], shoonya_0sOVL9CYD7DCBI, 5710280]
[paragraph, [55.0, 225.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 243.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 261.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 279.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 297.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 315.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 333.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 351.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 369.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 387.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 405.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 423.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 441.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 459.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 477.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 495.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 513.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 531.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 549.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 567.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 585.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 603.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 621.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 639.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 657.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [55.0, 675.0, 729.0, 18.0], shoonya_2sLEF2JUBUWOZG, 5710280]
[paragraph, [49.0, 703.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 721.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 739.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 757.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 775.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 793.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 811.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 829.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 847.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 865.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 883.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 901.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 919.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 937.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 955.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 973.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 991.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1009.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1027.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1045.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1063.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1081.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1099.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1117.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1135.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1153.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1171.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1189.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1207.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1225.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1243.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1261.0, 748.0, 18.0], dqW_yan6w8, 5710280]
[paragraph, [49.0, 1279.0, 748.0, 18.0], dqW_yan6w8, 5710280]
