[814, 624]
[unordered-list, [70.0, 75.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 93.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 111.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 129.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 147.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 165.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 183.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 201.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 219.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 237.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 255.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 273.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 291.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 309.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 327.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 345.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 363.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 381.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 399.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 417.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 435.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 453.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 471.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 489.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 507.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 525.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 543.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 561.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 579.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 597.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 615.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 633.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 651.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 669.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 687.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[unordered-list, [70.0, 705.0, 476.0, 18.0], wm2VjKZQPW, 5690114]
[sub-unordered-list, [108.0, 112.0, 378.0, 18.0], lmrhCMQxX4, 5690114]
[sub-unordered-list, [108.0, 130.0, 378.0, 18.0], lmrhCMQxX4, 5690114]
[sub-unordered-list, [106.0, 551.0, 192.0, 18.0], 8KzUCKQyIx, 5690114]
[sub-unordered-list, [106.0, 569.0, 192.0, 18.0], 8KzUCKQyIx, 5690114]
[sub-unordered-list, [104.0, 621.0, 443.0, 18.0], 3TzOBP7efG, 5690114]
[sub-unordered-list, [104.0, 639.0, 443.0, 18.0], 3TzOBP7efG, 5690114]
[sub-unordered-list, [104.0, 657.0, 443.0, 18.0], 3TzOBP7efG, 5690114]
[sub-unordered-list, [104.0, 675.0, 443.0, 18.0], 3TzOBP7efG, 5690114]
[sub-unordered-list, [104.0, 693.0, 443.0, 18.0], 3TzOBP7efG, 5690114]
[sub-unordered-list, [104.0, 711.0, 443.0, 18.0], 3TzOBP7efG, 5690114]
