[1448, 2048]
[section-title, [780.0, 389.0, 503.0, 30.0], shoonya_1s9KD8DI7PFOCW, 6473719]
[section-title, [780.0, 419.0, 503.0, 30.0], shoonya_1s9KD8DI7PFOCW, 6473719]
[section-title, [780.0, 449.0, 503.0, 30.0], shoonya_1s9KD8DI7PFOCW, 6473719]
[paragraph, [117.0, 521.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 539.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 557.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 575.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 593.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 611.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 629.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 647.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 665.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 683.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 701.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 719.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 737.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 755.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 773.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 791.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 809.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 827.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 845.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 863.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 881.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 899.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 917.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 935.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 953.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 971.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 989.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 1007.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 1025.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[paragraph, [117.0, 1043.0, 1799.0, 18.0], QmIBJKmK2H, 6473719]
[folio, [494.0, 1291.0, 806.0, 18.0], XdQOiwfQv3, 6473719]
[folio, [494.0, 1309.0, 806.0, 18.0], XdQOiwfQv3, 6473719]
[folio, [1397.0, 1294.0, 153.0, 18.0], AUyOdcsyWs, 6473719]
[folio, [1397.0, 1312.0, 153.0, 18.0], AUyOdcsyWs, 6473719]
