[792, 612]
[chapter-title, [221.0, 94.0, 173.0, 30.0], shoonya_5sDIWX0665A47J, 5760588]
[section-title, [234.0, 139.0, 144.0, 30.0], shoonya_6sM22HQG7LM0WJ, 5760588]
[sub-section-title, [199.0, 190.0, 214.0, 25.5], 78m0boLe59, 5760588]
[ordered-list, [68.0, 261.0, 472.0, 18.0], shoonya_7sCH3Z8WY2OBS1, 5760588]
[ordered-list, [68.0, 279.0, 472.0, 18.0], shoonya_7sCH3Z8WY2OBS1, 5760588]
[ordered-list, [68.0, 297.0, 472.0, 18.0], shoonya_7sCH3Z8WY2OBS1, 5760588]
[ordered-list, [68.0, 315.0, 472.0, 18.0], shoonya_7sCH3Z8WY2OBS1, 5760588]
[ordered-list, [59.0, 352.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 370.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 388.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 406.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 424.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 442.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 460.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 478.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 496.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 514.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 532.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 550.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 568.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 586.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 604.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 622.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 640.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 658.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 676.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[ordered-list, [59.0, 694.0, 503.0, 18.0], lYIN1inGJi, 5760588]
[sub-ordered-list, [71.0, 384.0, 478.0, 18.0], shoonya_2sJ4UTHRDR9SC5, 5760588]
[sub-ordered-list, [71.0, 402.0, 478.0, 18.0], shoonya_2sJ4UTHRDR9SC5, 5760588]
[sub-ordered-list, [71.0, 420.0, 478.0, 18.0], shoonya_2sJ4UTHRDR9SC5, 5760588]
[sub-ordered-list, [71.0, 438.0, 478.0, 18.0], shoonya_2sJ4UTHRDR9SC5, 5760588]
[sub-ordered-list, [71.0, 456.0, 478.0, 18.0], shoonya_2sJ4UTHRDR9SC5, 5760588]
[sub-ordered-list, [71.0, 474.0, 478.0, 18.0], shoonya_2sJ4UTHRDR9SC5, 5760588]
[sub-ordered-list, [71.0, 492.0, 478.0, 18.0], shoonya_2sJ4UTHRDR9SC5, 5760588]
[sub-ordered-list, [71.0, 510.0, 478.0, 18.0], shoonya_2sJ4UTHRDR9SC5, 5760588]
[sub-ordered-list, [71.0, 528.0, 478.0, 18.0], shoonya_2sJ4UTHRDR9SC5, 5760588]
[sub-ordered-list, [71.0, 546.0, 478.0, 18.0], shoonya_2sJ4UTHRDR9SC5, 5760588]
[sub-ordered-list, [71.0, 564.0, 478.0, 18.0], shoonya_2sJ4UTHRDR9SC5, 5760588]
[sub-ordered-list, [76.0, 633.0, 474.0, 18.0], shoonya_4sS2P3FRWK7QWW, 5760588]
[sub-ordered-list, [76.0, 651.0, 474.0, 18.0], shoonya_4sS2P3FRWK7QWW, 5760588]
[sub-ordered-list, [76.0, 669.0, 474.0, 18.0], shoonya_4sS2P3FRWK7QWW, 5760588]
