[688, 403]
[folio, [88.0, 25.0, 229.0, 18.0], 6JZzetRpFM, 5749179]
[paragraph, [5.0, 63.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 81.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 99.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 117.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 135.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 153.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 171.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 189.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 207.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 225.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 243.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 261.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 279.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 297.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 315.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 333.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 351.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 369.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 387.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 405.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 423.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 441.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 459.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 477.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 495.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 513.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 531.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 549.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 567.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 585.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 603.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 621.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
[paragraph, [5.0, 639.0, 386.0, 18.0], xRmlnR0e7U, 5749179]
