[1818, 1374]
[folio, [592.0, 113.0, 179.0, 36.0], shoonya_0sUW8PQO6KBVFB, 5682860]
[paragraph, [104.0, 182.0, 561.0, 36.0], zliW_T7JlQ, 5682860]
[paragraph, [104.0, 218.0, 561.0, 36.0], zliW_T7JlQ, 5682860]
[paragraph, [686.0, 185.0, 571.0, 36.0], LbV-XN0aUy, 5682860]
[paragraph, [686.0, 221.0, 571.0, 36.0], LbV-XN0aUy, 5682860]
[paragraph, [686.0, 257.0, 571.0, 36.0], LbV-XN0aUy, 5682860]
[paragraph, [104.0, 273.0, 563.0, 36.0], HcqaMmovUE, 5682860]
[paragraph, [104.0, 309.0, 563.0, 36.0], HcqaMmovUE, 5682860]
[paragraph, [104.0, 345.0, 563.0, 36.0], HcqaMmovUE, 5682860]
[paragraph, [104.0, 381.0, 563.0, 36.0], HcqaMmovUE, 5682860]
[paragraph, [104.0, 417.0, 563.0, 36.0], HcqaMmovUE, 5682860]
[paragraph, [104.0, 453.0, 563.0, 36.0], HcqaMmovUE, 5682860]
[paragraph, [104.0, 489.0, 563.0, 36.0], HcqaMmovUE, 5682860]
[paragraph, [104.0, 525.0, 563.0, 36.0], HcqaMmovUE, 5682860]
[paragraph, [104.0, 561.0, 563.0, 36.0], HcqaMmovUE, 5682860]
[paragraph, [686.0, 316.0, 575.0, 36.0], AUCoKhROPA, 5682860]
[paragraph, [686.0, 352.0, 575.0, 36.0], AUCoKhROPA, 5682860]
[paragraph, [686.0, 388.0, 575.0, 36.0], AUCoKhROPA, 5682860]
[paragraph, [686.0, 424.0, 575.0, 36.0], AUCoKhROPA, 5682860]
[paragraph, [686.0, 460.0, 575.0, 36.0], AUCoKhROPA, 5682860]
[paragraph, [691.0, 528.0, 572.0, 36.0], shoonya_3s81PA0HY3CEG1, 5682860]
[paragraph, [691.0, 564.0, 572.0, 36.0], shoonya_3s81PA0HY3CEG1, 5682860]
[paragraph, [691.0, 600.0, 572.0, 36.0], shoonya_3s81PA0HY3CEG1, 5682860]
[paragraph, [101.0, 615.0, 566.0, 36.0], 2tlysIUrEF, 5682860]
[paragraph, [101.0, 651.0, 566.0, 36.0], 2tlysIUrEF, 5682860]
[paragraph, [692.0, 655.0, 572.0, 36.0], shoonya_1sLSL04Q1SQBIZ, 5682860]
[paragraph, [692.0, 691.0, 572.0, 36.0], shoonya_1sLSL04Q1SQBIZ, 5682860]
[paragraph, [99.0, 697.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 733.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 769.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 805.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 841.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 877.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 913.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 949.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 985.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 1021.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 1057.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 1093.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 1129.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 1165.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [99.0, 1201.0, 568.0, 36.0], bcx3LTH6g1, 5682860]
[paragraph, [718.0, 738.0, 164.0, 36.0], shoonya_10sW0VGW7ZTV6L, 5682860]
[paragraph, [721.0, 781.0, 374.0, 36.0], XhW5vCQ9w-, 5682860]
[paragraph, [692.0, 826.0, 571.0, 36.0], shoonya_5sOAZ0K3UW9SMW, 5682860]
[paragraph, [692.0, 862.0, 571.0, 36.0], shoonya_5sOAZ0K3UW9SMW, 5682860]
[paragraph, [698.0, 909.0, 567.0, 36.0], shoonya_7s4YIA5VISGRLO, 5682860]
[paragraph, [698.0, 945.0, 567.0, 36.0], shoonya_7s4YIA5VISGRLO, 5682860]
[paragraph, [698.0, 981.0, 567.0, 36.0], shoonya_7s4YIA5VISGRLO, 5682860]
[paragraph, [698.0, 1034.0, 567.0, 36.0], shoonya_9s9C84BIXNRQW5, 5682860]
[paragraph, [698.0, 1070.0, 567.0, 36.0], shoonya_9s9C84BIXNRQW5, 5682860]
[paragraph, [698.0, 1106.0, 567.0, 36.0], shoonya_9s9C84BIXNRQW5, 5682860]
[paragraph, [700.0, 1164.0, 562.0, 36.0], shoonya_4sNO05LUD8EWB9, 5682860]
[paragraph, [700.0, 1200.0, 562.0, 36.0], shoonya_4sNO05LUD8EWB9, 5682860]
[paragraph, [700.0, 1236.0, 562.0, 36.0], shoonya_4sNO05LUD8EWB9, 5682860]
[paragraph, [699.0, 1290.0, 565.0, 36.0], iBfFjctpfz, 5682860]
[paragraph, [699.0, 1326.0, 565.0, 36.0], iBfFjctpfz, 5682860]
[paragraph, [699.0, 1362.0, 565.0, 36.0], iBfFjctpfz, 5682860]
[paragraph, [699.0, 1398.0, 565.0, 36.0], iBfFjctpfz, 5682860]
[paragraph, [699.0, 1434.0, 565.0, 36.0], iBfFjctpfz, 5682860]
[paragraph, [103.0, 1373.0, 571.0, 36.0], shoonya_8sAB7YPVNU18PH, 5682860]
[paragraph, [103.0, 1409.0, 571.0, 36.0], shoonya_8sAB7YPVNU18PH, 5682860]
[paragraph, [103.0, 1445.0, 571.0, 36.0], shoonya_8sAB7YPVNU18PH, 5682860]
[paragraph, [101.0, 1502.0, 573.0, 36.0], y9aU0qUEei, 5682860]
[paragraph, [101.0, 1538.0, 573.0, 36.0], y9aU0qUEei, 5682860]
[paragraph, [723.0, 1503.0, 341.0, 36.0], nCV2QtYg_2, 5682860]
[paragraph, [700.0, 1545.0, 565.0, 36.0], _-0pX5uDWN, 5682860]
[paragraph, [700.0, 1581.0, 565.0, 36.0], _-0pX5uDWN, 5682860]
[paragraph, [700.0, 1617.0, 565.0, 36.0], _-0pX5uDWN, 5682860]
[paragraph, [99.0, 1586.0, 577.0, 36.0], p0s0VdYR2I, 5682860]
[paragraph, [99.0, 1622.0, 577.0, 36.0], p0s0VdYR2I, 5682860]
[paragraph, [139.0, 1672.0, 537.0, 36.0], 2aXyG43pSZ, 5682860]
[paragraph, [721.0, 1673.0, 544.0, 36.0], EDjHrQRQYp, 5682860]
