[1267, 753]
[folio, [339.0, 73.0, 86.0, 18.0], kaY1fa_zOZ, 5699296]
[folio, [339.0, 91.0, 86.0, 18.0], kaY1fa_zOZ, 5699296]
[paragraph, [77.0, 124.0, 597.0, 18.0], shoonya_1s259SB5H4N31C, 5699296]
[paragraph, [77.0, 142.0, 597.0, 18.0], shoonya_1s259SB5H4N31C, 5699296]
[paragraph, [77.0, 160.0, 597.0, 18.0], shoonya_1s259SB5H4N31C, 5699296]
[paragraph, [77.0, 178.0, 597.0, 18.0], shoonya_1s259SB5H4N31C, 5699296]
[paragraph, [77.0, 196.0, 597.0, 18.0], shoonya_1s259SB5H4N31C, 5699296]
[paragraph, [77.0, 214.0, 597.0, 18.0], shoonya_1s259SB5H4N31C, 5699296]
[paragraph, [77.0, 232.0, 597.0, 18.0], shoonya_1s259SB5H4N31C, 5699296]
[paragraph, [77.0, 250.0, 597.0, 18.0], shoonya_1s259SB5H4N31C, 5699296]
[paragraph, [77.0, 268.0, 597.0, 18.0], shoonya_1s259SB5H4N31C, 5699296]
[section-title, [219.0, 298.0, 327.0, 30.0], shoonya_2s5NSO1VL8GXG1, 5699296]
[paragraph, [75.0, 333.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 351.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 369.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 387.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 405.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 423.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 441.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 459.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 477.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 495.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 513.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 531.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 549.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 567.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 585.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 603.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 621.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 639.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 657.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 675.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 693.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 711.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 729.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 747.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 765.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 783.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 801.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 819.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 837.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 855.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 873.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 891.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 909.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 927.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 945.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 963.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 981.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 999.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 1017.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 1035.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 1053.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 1071.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
[paragraph, [75.0, 1089.0, 606.0, 18.0], shoonya_0sOYD6C27Y2BMK, 5699296]
