[596, 420]
[section-title, [31.0, 29.0, 153.0, 30.0], b8twEGr_Vd, 6533197]
[paragraph, [3.0, 65.0, 153.0, 18.0], oJPYZulxSo, 6533197]
[paragraph, [3.0, 83.0, 153.0, 18.0], oJPYZulxSo, 6533197]
[paragraph, [3.0, 101.0, 153.0, 18.0], oJPYZulxSo, 6533197]
[paragraph, [0.0, 123.0, 158.0, 18.0], GqmEg3i3LA, 6533197]
[paragraph, [0.0, 141.0, 158.0, 18.0], GqmEg3i3LA, 6533197]
[paragraph, [0.0, 159.0, 158.0, 18.0], GqmEg3i3LA, 6533197]
[paragraph, [0.0, 177.0, 158.0, 18.0], GqmEg3i3LA, 6533197]
[paragraph, [0.0, 195.0, 158.0, 18.0], GqmEg3i3LA, 6533197]
[paragraph, [0.0, 213.0, 158.0, 18.0], GqmEg3i3LA, 6533197]
[paragraph, [190.0, 372.0, 174.0, 18.0], e-D7uosWpZ, 6533197]
[paragraph, [190.0, 390.0, 174.0, 18.0], e-D7uosWpZ, 6533197]
[paragraph, [190.0, 408.0, 174.0, 18.0], e-D7uosWpZ, 6533197]
[paragraph, [188.0, 428.0, 172.0, 18.0], _9JRMsI5sj, 6533197]
[paragraph, [188.0, 446.0, 172.0, 18.0], _9JRMsI5sj, 6533197]
[paragraph, [193.0, 479.0, 172.0, 18.0], ypO7raMyTn, 6533197]
[paragraph, [193.0, 497.0, 172.0, 18.0], ypO7raMyTn, 6533197]
