[1823, 1375]
[folio, [622.0, 103.0, 165.0, 36.0], shoonya_8sJVXH7WAYZOS9, 5683831]
[folio, [622.0, 104.0, 114.0, 36.0], shoonya_1s1HU12NWWWVE4, 5683831]
[folio, [986.0, 105.0, 280.0, 36.0], shoonya_2sLBGXJES0IPTN, 5683831]
[paragraph, [681.0, 169.0, 598.0, 36.0], PoQ5zmPOAD, 5683831]
[paragraph, [681.0, 205.0, 598.0, 36.0], PoQ5zmPOAD, 5683831]
[paragraph, [681.0, 241.0, 598.0, 36.0], PoQ5zmPOAD, 5683831]
[paragraph, [681.0, 277.0, 598.0, 36.0], PoQ5zmPOAD, 5683831]
[paragraph, [681.0, 313.0, 598.0, 36.0], PoQ5zmPOAD, 5683831]
[paragraph, [681.0, 349.0, 598.0, 36.0], PoQ5zmPOAD, 5683831]
[paragraph, [681.0, 385.0, 598.0, 36.0], PoQ5zmPOAD, 5683831]
[paragraph, [681.0, 421.0, 598.0, 36.0], PoQ5zmPOAD, 5683831]
[paragraph, [681.0, 457.0, 598.0, 36.0], PoQ5zmPOAD, 5683831]
[paragraph, [681.0, 493.0, 598.0, 36.0], PoQ5zmPOAD, 5683831]
[paragraph, [681.0, 529.0, 598.0, 36.0], PoQ5zmPOAD, 5683831]
[paragraph, [681.0, 565.0, 598.0, 36.0], PoQ5zmPOAD, 5683831]
[paragraph, [681.0, 601.0, 598.0, 36.0], PoQ5zmPOAD, 5683831]
[paragraph, [107.0, 172.0, 567.0, 36.0], shoonya_4sVGFG71PKAJCK, 5683831]
[paragraph, [107.0, 208.0, 567.0, 36.0], shoonya_4sVGFG71PKAJCK, 5683831]
[paragraph, [107.0, 244.0, 567.0, 36.0], shoonya_4sVGFG71PKAJCK, 5683831]
[paragraph, [107.0, 280.0, 567.0, 36.0], shoonya_4sVGFG71PKAJCK, 5683831]
[paragraph, [107.0, 316.0, 567.0, 36.0], shoonya_4sVGFG71PKAJCK, 5683831]
[paragraph, [107.0, 352.0, 567.0, 36.0], shoonya_4sVGFG71PKAJCK, 5683831]
[paragraph, [107.0, 388.0, 567.0, 36.0], shoonya_4sVGFG71PKAJCK, 5683831]
[paragraph, [107.0, 424.0, 567.0, 36.0], shoonya_4sVGFG71PKAJCK, 5683831]
[paragraph, [107.0, 460.0, 567.0, 36.0], shoonya_4sVGFG71PKAJCK, 5683831]
[paragraph, [107.0, 496.0, 567.0, 36.0], shoonya_4sVGFG71PKAJCK, 5683831]
[paragraph, [101.0, 561.0, 571.0, 36.0], shoonya_5sYC1ZL1HCRSL6, 5683831]
[paragraph, [101.0, 597.0, 571.0, 36.0], shoonya_5sYC1ZL1HCRSL6, 5683831]
[paragraph, [697.0, 642.0, 574.0, 36.0], vOZBuzeU99, 5683831]
[paragraph, [697.0, 678.0, 574.0, 36.0], vOZBuzeU99, 5683831]
[paragraph, [697.0, 714.0, 574.0, 36.0], vOZBuzeU99, 5683831]
[paragraph, [697.0, 750.0, 574.0, 36.0], vOZBuzeU99, 5683831]
[paragraph, [697.0, 786.0, 574.0, 36.0], vOZBuzeU99, 5683831]
[paragraph, [697.0, 822.0, 574.0, 36.0], vOZBuzeU99, 5683831]
[paragraph, [697.0, 858.0, 574.0, 36.0], vOZBuzeU99, 5683831]
[paragraph, [697.0, 894.0, 574.0, 36.0], vOZBuzeU99, 5683831]
[paragraph, [697.0, 930.0, 574.0, 36.0], vOZBuzeU99, 5683831]
[paragraph, [697.0, 966.0, 574.0, 36.0], vOZBuzeU99, 5683831]
[paragraph, [697.0, 1002.0, 574.0, 36.0], vOZBuzeU99, 5683831]
[paragraph, [107.0, 654.0, 569.0, 36.0], shoonya_6s2U2MUFV3PQFK, 5683831]
[paragraph, [107.0, 690.0, 569.0, 36.0], shoonya_6s2U2MUFV3PQFK, 5683831]
[paragraph, [107.0, 726.0, 569.0, 36.0], shoonya_6s2U2MUFV3PQFK, 5683831]
[paragraph, [107.0, 762.0, 569.0, 36.0], shoonya_6s2U2MUFV3PQFK, 5683831]
[paragraph, [107.0, 798.0, 569.0, 36.0], shoonya_6s2U2MUFV3PQFK, 5683831]
[paragraph, [109.0, 872.0, 568.0, 36.0], shoonya_7sIYV6Q0YP6RJ2, 5683831]
[paragraph, [109.0, 908.0, 568.0, 36.0], shoonya_7sIYV6Q0YP6RJ2, 5683831]
[paragraph, [109.0, 944.0, 568.0, 36.0], shoonya_7sIYV6Q0YP6RJ2, 5683831]
[paragraph, [109.0, 980.0, 568.0, 36.0], shoonya_7sIYV6Q0YP6RJ2, 5683831]
[paragraph, [109.0, 1016.0, 568.0, 36.0], shoonya_7sIYV6Q0YP6RJ2, 5683831]
[paragraph, [109.0, 1052.0, 568.0, 36.0], shoonya_7sIYV6Q0YP6RJ2, 5683831]
[paragraph, [109.0, 1088.0, 568.0, 36.0], shoonya_7sIYV6Q0YP6RJ2, 5683831]
[paragraph, [109.0, 1124.0, 568.0, 36.0], shoonya_7sIYV6Q0YP6RJ2, 5683831]
[paragraph, [109.0, 1160.0, 568.0, 36.0], shoonya_7sIYV6Q0YP6RJ2, 5683831]
[paragraph, [109.0, 1196.0, 568.0, 36.0], shoonya_7sIYV6Q0YP6RJ2, 5683831]
[paragraph, [109.0, 1232.0, 568.0, 36.0], shoonya_7sIYV6Q0YP6RJ2, 5683831]
[paragraph, [109.0, 1268.0, 568.0, 36.0], shoonya_7sIYV6Q0YP6RJ2, 5683831]
[paragraph, [696.0, 1079.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1115.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1151.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1187.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1223.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1259.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1295.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1331.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1367.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1403.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1439.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1475.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1511.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1547.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1583.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1619.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [696.0, 1655.0, 575.0, 36.0], Qh96hsCOeH, 5683831]
[paragraph, [107.0, 1346.0, 568.0, 36.0], shoonya_9sLKTD4BNKWTX3, 5683831]
[paragraph, [107.0, 1382.0, 568.0, 36.0], shoonya_9sLKTD4BNKWTX3, 5683831]
[paragraph, [107.0, 1418.0, 568.0, 36.0], shoonya_9sLKTD4BNKWTX3, 5683831]
[paragraph, [107.0, 1454.0, 568.0, 36.0], shoonya_9sLKTD4BNKWTX3, 5683831]
[paragraph, [107.0, 1490.0, 568.0, 36.0], shoonya_9sLKTD4BNKWTX3, 5683831]
[paragraph, [106.0, 1567.0, 569.0, 36.0], shoonya_10sIXJ2D3Q69SA, 5683831]
[paragraph, [106.0, 1603.0, 569.0, 36.0], shoonya_10sIXJ2D3Q69SA, 5683831]
[paragraph, [106.0, 1639.0, 569.0, 36.0], shoonya_10sIXJ2D3Q69SA, 5683831]
[paragraph, [106.0, 1675.0, 569.0, 36.0], shoonya_10sIXJ2D3Q69SA, 5683831]
