[2339, 1656]
[section-title, [347.0, 179.0, 944.0, 52.5], J9tmzOSNU6, 5657185]
[section-title, [347.0, 231.5, 944.0, 52.5], J9tmzOSNU6, 5657185]
[ordered-list, [130.0, 388.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 424.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 460.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 496.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 532.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 568.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 604.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 640.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 676.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 712.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 748.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 784.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 820.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 856.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 892.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 928.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 964.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1000.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1036.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1072.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1108.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1144.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1180.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1216.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1252.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1288.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1324.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1360.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1396.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1432.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1468.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1504.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1540.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1576.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1612.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1648.0, 1428.0, 36.0], uzERtns-vp, 5657185]
[ordered-list, [130.0, 1684.0, 1428.0, 36.0], uzERtns-vp, 5657185]
