[2339, 1656]
[paragraph, [184.0, 202.0, 1282.0, 36.0], shoonya_0s79C4G3VD4ZSP, 5730625]
[paragraph, [184.0, 238.0, 1282.0, 36.0], shoonya_0s79C4G3VD4ZSP, 5730625]
[paragraph, [184.0, 274.0, 1282.0, 36.0], shoonya_0s79C4G3VD4ZSP, 5730625]
[paragraph, [184.0, 310.0, 1282.0, 36.0], shoonya_0s79C4G3VD4ZSP, 5730625]
[paragraph, [184.0, 346.0, 1282.0, 36.0], shoonya_0s79C4G3VD4ZSP, 5730625]
[paragraph, [184.0, 382.0, 1282.0, 36.0], shoonya_0s79C4G3VD4ZSP, 5730625]
[paragraph, [184.0, 418.0, 1282.0, 36.0], shoonya_0s79C4G3VD4ZSP, 5730625]
[paragraph, [184.0, 454.0, 1282.0, 36.0], shoonya_0s79C4G3VD4ZSP, 5730625]
[paragraph, [184.0, 490.0, 1282.0, 36.0], shoonya_0s79C4G3VD4ZSP, 5730625]
[paragraph, [184.0, 526.0, 1282.0, 36.0], shoonya_0s79C4G3VD4ZSP, 5730625]
[paragraph, [184.0, 562.0, 1282.0, 36.0], shoonya_0s79C4G3VD4ZSP, 5730625]
[paragraph, [184.0, 598.0, 1282.0, 36.0], shoonya_0s79C4G3VD4ZSP, 5730625]
[paragraph, [184.0, 634.0, 1282.0, 36.0], shoonya_0s79C4G3VD4ZSP, 5730625]
[paragraph, [184.0, 737.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 773.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 809.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 845.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 881.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 917.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 953.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 989.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1025.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1061.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1097.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1133.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1169.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1205.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1241.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1277.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1313.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1349.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1385.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1421.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1457.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1493.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1529.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1565.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1601.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1637.0, 1292.0, 36.0], shoonya_1sRVF6A0XXCBES, 5730625]
[paragraph, [184.0, 1712.0, 1287.0, 36.0], shoonya_2sPTXDE4FMUZQH, 5730625]
[paragraph, [184.0, 1748.0, 1287.0, 36.0], shoonya_2sPTXDE4FMUZQH, 5730625]
[paragraph, [184.0, 1784.0, 1287.0, 36.0], shoonya_2sPTXDE4FMUZQH, 5730625]
[paragraph, [184.0, 1820.0, 1287.0, 36.0], shoonya_2sPTXDE4FMUZQH, 5730625]
[paragraph, [184.0, 1856.0, 1287.0, 36.0], shoonya_2sPTXDE4FMUZQH, 5730625]
[paragraph, [184.0, 1892.0, 1287.0, 36.0], shoonya_2sPTXDE4FMUZQH, 5730625]
[paragraph, [184.0, 1928.0, 1287.0, 36.0], shoonya_2sPTXDE4FMUZQH, 5730625]
[paragraph, [184.0, 1964.0, 1287.0, 36.0], shoonya_2sPTXDE4FMUZQH, 5730625]
[paragraph, [184.0, 2000.0, 1287.0, 36.0], shoonya_2sPTXDE4FMUZQH, 5730625]
[paragraph, [184.0, 2036.0, 1287.0, 36.0], shoonya_2sPTXDE4FMUZQH, 5730625]
