[2896, 2048]
[section-title, [1003.0, 191.0, 939.0, 79.5], shoonya_2sXR48QGDUUL6R, 6473704]
[section-title, [1003.0, 270.5, 939.0, 79.5], shoonya_2sXR48QGDUUL6R, 6473704]
[section-title, [1003.0, 350.0, 939.0, 79.5], shoonya_2sXR48QGDUUL6R, 6473704]
[section-title, [1003.0, 429.5, 939.0, 79.5], shoonya_2sXR48QGDUUL6R, 6473704]
[paragraph, [1005.0, 569.0, 937.0, 46.5], shoonya_3sZEWC6Q2FKNDB, 6473704]
[paragraph, [1005.0, 615.5, 937.0, 46.5], shoonya_3sZEWC6Q2FKNDB, 6473704]
[paragraph, [1005.0, 662.0, 937.0, 46.5], shoonya_3sZEWC6Q2FKNDB, 6473704]
[paragraph, [1005.0, 708.5, 937.0, 46.5], shoonya_3sZEWC6Q2FKNDB, 6473704]
[paragraph, [1005.0, 755.0, 937.0, 46.5], shoonya_3sZEWC6Q2FKNDB, 6473704]
[paragraph, [1005.0, 801.5, 937.0, 46.5], shoonya_3sZEWC6Q2FKNDB, 6473704]
[paragraph, [1005.0, 848.0, 937.0, 46.5], shoonya_3sZEWC6Q2FKNDB, 6473704]
[paragraph, [1005.0, 894.5, 937.0, 46.5], shoonya_3sZEWC6Q2FKNDB, 6473704]
[paragraph, [1005.0, 941.0, 937.0, 46.5], shoonya_3sZEWC6Q2FKNDB, 6473704]
[sidebar, [40.0, 1055.0, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1101.5, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1148.0, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1194.5, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1241.0, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1287.5, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1334.0, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1380.5, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1427.0, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1473.5, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1520.0, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1566.5, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1613.0, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1659.5, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1706.0, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1752.5, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1799.0, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[sidebar, [40.0, 1845.5, 743.0, 46.5], shoonya_5sYA5HP9F878LY, 6473704]
[section-title, [1018.0, 1116.0, 929.0, 79.5], pZVkxzaCxT, 6473704]
[section-title, [1018.0, 1195.5, 929.0, 79.5], pZVkxzaCxT, 6473704]
[paragraph, [1054.0, 1300.0, 888.0, 46.5], rn-Pa8jnFz, 6473704]
[paragraph, [1054.0, 1346.5, 888.0, 46.5], rn-Pa8jnFz, 6473704]
[paragraph, [1054.0, 1393.0, 888.0, 46.5], rn-Pa8jnFz, 6473704]
[paragraph, [1067.0, 1501.0, 875.0, 46.5], shoonya_4sAKL0ZHB0CLGF, 6473704]
[paragraph, [1067.0, 1547.5, 875.0, 46.5], shoonya_4sAKL0ZHB0CLGF, 6473704]
[paragraph, [1067.0, 1594.0, 875.0, 46.5], shoonya_4sAKL0ZHB0CLGF, 6473704]
[paragraph, [1067.0, 1640.5, 875.0, 46.5], shoonya_4sAKL0ZHB0CLGF, 6473704]
[paragraph, [1067.0, 1687.0, 875.0, 46.5], shoonya_4sAKL0ZHB0CLGF, 6473704]
