[1372, 849]
[section-title, [346.0, 155.0, 155.0, 30.0], shoonya_1sH2FQ5RL0L0F9, 5709742]
[section-title, [346.0, 185.0, 155.0, 30.0], shoonya_1sH2FQ5RL0L0F9, 5709742]
[paragraph, [58.0, 223.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 241.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 259.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 277.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 295.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 313.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 331.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 349.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 367.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 385.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 403.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 421.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 439.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 457.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 475.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 493.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 511.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 529.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 547.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 565.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 583.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 601.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 619.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 637.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 655.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 673.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 691.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 709.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 727.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 745.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 763.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 781.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 799.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 817.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 835.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 853.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 871.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 889.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 907.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 925.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 943.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 961.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 979.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 997.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 1015.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 1033.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 1051.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 1069.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 1087.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [58.0, 1105.0, 724.0, 18.0], shoonya_0s5D4G7ZGXFPMA, 5709742]
[paragraph, [71.0, 1127.0, 713.0, 18.0], shoonya_2sNKORZ4WCB9X7, 5709742]
[paragraph, [71.0, 1145.0, 713.0, 18.0], shoonya_2sNKORZ4WCB9X7, 5709742]
[paragraph, [71.0, 1163.0, 713.0, 18.0], shoonya_2sNKORZ4WCB9X7, 5709742]
[paragraph, [71.0, 1181.0, 713.0, 18.0], shoonya_2sNKORZ4WCB9X7, 5709742]
[paragraph, [71.0, 1199.0, 713.0, 18.0], shoonya_2sNKORZ4WCB9X7, 5709742]
[paragraph, [71.0, 1217.0, 713.0, 18.0], shoonya_2sNKORZ4WCB9X7, 5709742]
[paragraph, [71.0, 1235.0, 713.0, 18.0], shoonya_2sNKORZ4WCB9X7, 5709742]
[paragraph, [71.0, 1253.0, 713.0, 18.0], shoonya_2sNKORZ4WCB9X7, 5709742]
[paragraph, [71.0, 1271.0, 713.0, 18.0], shoonya_2sNKORZ4WCB9X7, 5709742]
