[864, 612]
[paragraph, [63.0, 71.0, 485.0, 18.0], shoonya_0s2BU00P1GX686, 5717521]
[paragraph, [63.0, 89.0, 485.0, 18.0], shoonya_0s2BU00P1GX686, 5717521]
[ordered-list, [53.0, 115.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 133.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 151.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 169.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 187.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 205.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 223.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 241.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 259.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 277.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 295.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 313.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 331.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 349.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 367.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 385.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 403.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 421.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 439.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 457.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 475.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 493.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 511.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 529.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 547.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 565.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 583.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 601.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 619.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 637.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 655.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 673.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 691.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 709.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 727.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[ordered-list, [53.0, 745.0, 507.0, 18.0], 6lWvL0YZzo, 5717521]
[sub-ordered-list, [58.0, 242.0, 499.0, 18.0], RokAmGPKf8, 5717521]
[sub-ordered-list, [58.0, 260.0, 499.0, 18.0], RokAmGPKf8, 5717521]
[sub-ordered-list, [58.0, 278.0, 499.0, 18.0], RokAmGPKf8, 5717521]
[sub-ordered-list, [58.0, 296.0, 499.0, 18.0], RokAmGPKf8, 5717521]
[sub-ordered-list, [58.0, 314.0, 499.0, 18.0], RokAmGPKf8, 5717521]
[sub-ordered-list, [58.0, 332.0, 499.0, 18.0], RokAmGPKf8, 5717521]
[sub-ordered-list, [58.0, 350.0, 499.0, 18.0], RokAmGPKf8, 5717521]
[sub-ordered-list, [58.0, 368.0, 499.0, 18.0], RokAmGPKf8, 5717521]
[sub-ordered-list, [64.0, 490.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 508.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 526.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 544.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 562.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 580.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 598.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 616.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 634.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 652.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 670.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 688.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 706.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 724.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[sub-ordered-list, [64.0, 742.0, 496.0, 18.0], iU41Xs-PwQ, 5717521]
[subsub-ordered-list, [91.0, 527.0, 461.0, 18.0], ajarulTLEu, 5717521]
[subsub-ordered-list, [91.0, 545.0, 461.0, 18.0], ajarulTLEu, 5717521]
[subsub-ordered-list, [91.0, 563.0, 461.0, 18.0], ajarulTLEu, 5717521]
[subsub-ordered-list, [91.0, 581.0, 461.0, 18.0], ajarulTLEu, 5717521]
[subsub-ordered-list, [91.0, 599.0, 461.0, 18.0], ajarulTLEu, 5717521]
[subsub-ordered-list, [91.0, 617.0, 461.0, 18.0], ajarulTLEu, 5717521]
[subsub-ordered-list, [91.0, 635.0, 461.0, 18.0], ajarulTLEu, 5717521]
[subsub-ordered-list, [91.0, 653.0, 461.0, 18.0], ajarulTLEu, 5717521]
