[1063, 680]
[paragraph, [79.0, 119.0, 538.0, 18.0], shoonya_0sF58EXPJE026Y, 5739465]
[paragraph, [79.0, 137.0, 538.0, 18.0], shoonya_0sF58EXPJE026Y, 5739465]
[paragraph, [79.0, 155.0, 538.0, 18.0], shoonya_0sF58EXPJE026Y, 5739465]
[paragraph, [79.0, 173.0, 538.0, 18.0], shoonya_0sF58EXPJE026Y, 5739465]
[paragraph, [73.0, 200.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 218.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 236.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 254.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 272.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 290.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 308.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 326.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 344.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 362.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 380.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 398.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 416.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 434.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 452.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 470.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 488.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 506.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 524.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 542.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 560.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 578.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 596.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 614.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 632.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 650.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 668.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 686.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 704.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 722.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 740.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 758.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 776.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 794.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 812.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 830.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 848.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [73.0, 866.0, 546.0, 18.0], PcPHV8F71J, 5739465]
[paragraph, [80.0, 896.0, 537.0, 18.0], gj5JQQiqNz, 5739465]
[paragraph, [80.0, 914.0, 537.0, 18.0], gj5JQQiqNz, 5739465]
[paragraph, [80.0, 932.0, 537.0, 18.0], gj5JQQiqNz, 5739465]
[paragraph, [80.0, 950.0, 537.0, 18.0], gj5JQQiqNz, 5739465]
[footnote, [465.0, 1016.0, 180.0, 18.0], Z9S8O8ZvNW, 5739465]
