[896, 612]
[section-title, [216.0, 123.0, 148.0, 30.0], 8bg4qDiH7n, 6460899]
[paragraph, [103.0, 167.0, 370.0, 18.0], F9KssjZeS9, 6460899]
[paragraph, [103.0, 185.0, 370.0, 18.0], F9KssjZeS9, 6460899]
[paragraph, [103.0, 203.0, 370.0, 18.0], F9KssjZeS9, 6460899]
[paragraph, [103.0, 221.0, 370.0, 18.0], F9KssjZeS9, 6460899]
[paragraph, [103.0, 239.0, 370.0, 18.0], F9KssjZeS9, 6460899]
[paragraph, [103.0, 274.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 292.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 310.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 328.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 346.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 364.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 382.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 400.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 418.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 436.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 454.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 472.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 490.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 508.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 526.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 544.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 562.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 580.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 598.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 616.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 634.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 652.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 670.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 688.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
[paragraph, [103.0, 706.0, 367.0, 18.0], shoonya_0sLWG7W221O0S9, 6460899]
