[3509, 2482]
[folio, [885.0, 212.0, 458.0, 52.5], shoonya_0sIMYW99AOZJ5P, 5691846]
[folio, [885.0, 264.5, 458.0, 52.5], shoonya_0sIMYW99AOZJ5P, 5691846]
[paragraph, [322.0, 338.0, 544.0, 52.5], jjxtzLxOTm, 5691846]
[paragraph, [291.0, 435.0, 1064.0, 52.5], y8-ID80zvB, 5691846]
[paragraph, [203.0, 513.0, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 565.5, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 618.0, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 670.5, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 723.0, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 775.5, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 828.0, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 880.5, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 933.0, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 985.5, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 1038.0, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 1090.5, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 1143.0, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 1195.5, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 1248.0, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 1300.5, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 1353.0, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 1405.5, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 1458.0, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 1510.5, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 1563.0, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [203.0, 1615.5, 1821.0, 52.5], aZWeNpMmNC, 5691846]
[paragraph, [309.0, 1680.0, 1007.0, 52.5], 6ym4srvCGC, 5691846]
[paragraph, [203.0, 1759.0, 1793.0, 52.5], i4y3hw44ZA, 5691846]
[paragraph, [203.0, 1811.5, 1793.0, 52.5], i4y3hw44ZA, 5691846]
[paragraph, [203.0, 1864.0, 1793.0, 52.5], i4y3hw44ZA, 5691846]
[paragraph, [203.0, 1916.5, 1793.0, 52.5], i4y3hw44ZA, 5691846]
[paragraph, [297.0, 2000.0, 1001.0, 52.5], izfm5oejsq, 5691846]
[paragraph, [297.0, 2052.5, 1001.0, 52.5], izfm5oejsq, 5691846]
[paragraph, [194.0, 2153.0, 1799.0, 52.5], PGWFQ2B8Yd, 5691846]
[paragraph, [194.0, 2205.5, 1799.0, 52.5], PGWFQ2B8Yd, 5691846]
[paragraph, [291.0, 2310.0, 870.0, 52.5], CLun8d-6Yw, 5691846]
[paragraph, [190.0, 2385.0, 1796.0, 52.5], 3H71P98xfi, 5691846]
[paragraph, [190.0, 2437.5, 1796.0, 52.5], 3H71P98xfi, 5691846]
[paragraph, [190.0, 2490.0, 1796.0, 52.5], 3H71P98xfi, 5691846]
[paragraph, [190.0, 2542.5, 1796.0, 52.5], 3H71P98xfi, 5691846]
[paragraph, [190.0, 2595.0, 1796.0, 52.5], 3H71P98xfi, 5691846]
[paragraph, [190.0, 2647.5, 1796.0, 52.5], 3H71P98xfi, 5691846]
[paragraph, [190.0, 2700.0, 1796.0, 52.5], 3H71P98xfi, 5691846]
[paragraph, [190.0, 2752.5, 1796.0, 52.5], 3H71P98xfi, 5691846]
[paragraph, [175.0, 2854.0, 1805.0, 52.5], OC6z1EsgqK, 5691846]
[paragraph, [175.0, 2906.5, 1805.0, 52.5], OC6z1EsgqK, 5691846]
[paragraph, [175.0, 2959.0, 1805.0, 52.5], OC6z1EsgqK, 5691846]
[paragraph, [175.0, 3011.5, 1805.0, 52.5], OC6z1EsgqK, 5691846]
[paragraph, [175.0, 3064.0, 1805.0, 52.5], OC6z1EsgqK, 5691846]
[paragraph, [175.0, 3116.5, 1805.0, 52.5], OC6z1EsgqK, 5691846]
[paragraph, [175.0, 3169.0, 1805.0, 52.5], OC6z1EsgqK, 5691846]
[paragraph, [175.0, 3221.5, 1805.0, 52.5], OC6z1EsgqK, 5691846]
[paragraph, [175.0, 3274.0, 1805.0, 52.5], OC6z1EsgqK, 5691846]
