[1240, 1755]
[folio, [146.0, 92.0, 690.0, 18.0], shoonya_3sNE0L6O8WTUSR, 5764515]
[folio, [146.0, 110.0, 690.0, 18.0], shoonya_3sNE0L6O8WTUSR, 5764515]
[folio, [146.0, 128.0, 690.0, 18.0], shoonya_3sNE0L6O8WTUSR, 5764515]
[folio, [146.0, 146.0, 690.0, 18.0], shoonya_3sNE0L6O8WTUSR, 5764515]
[folio, [146.0, 164.0, 690.0, 18.0], shoonya_3sNE0L6O8WTUSR, 5764515]
[folio, [146.0, 182.0, 690.0, 18.0], shoonya_3sNE0L6O8WTUSR, 5764515]
[folio, [146.0, 200.0, 690.0, 18.0], shoonya_3sNE0L6O8WTUSR, 5764515]
[folio, [146.0, 218.0, 690.0, 18.0], shoonya_3sNE0L6O8WTUSR, 5764515]
[folio, [146.0, 236.0, 690.0, 18.0], shoonya_3sNE0L6O8WTUSR, 5764515]
[folio, [146.0, 254.0, 690.0, 18.0], shoonya_3sNE0L6O8WTUSR, 5764515]
[folio, [146.0, 272.0, 690.0, 18.0], shoonya_3sNE0L6O8WTUSR, 5764515]
[second-level-question, [919.0, 166.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[second-level-question, [919.0, 184.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[second-level-question, [919.0, 202.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[second-level-question, [919.0, 220.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[second-level-question, [919.0, 238.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[second-level-question, [919.0, 256.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[second-level-question, [919.0, 274.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[second-level-question, [919.0, 292.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[second-level-question, [919.0, 310.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[second-level-question, [919.0, 328.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[second-level-question, [919.0, 346.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[second-level-question, [919.0, 364.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[second-level-question, [919.0, 382.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[second-level-question, [919.0, 400.0, 684.0, 18.0], QyN9pRGqWh, 5764515]
[sidebar, [467.0, 298.0, 322.0, 18.0], kqm7ku3hSh, 5764515]
[sidebar, [151.0, 300.0, 168.0, 18.0], dfsWNaNtQg, 5764515]
[section-title, [454.0, 344.0, 105.0, 30.0], a4CalV86dC, 5764515]
[sidebar, [621.0, 384.0, 160.0, 18.0], shoonya_6s9EPCCKXG2KH4, 5764515]
[sidebar, [621.0, 402.0, 160.0, 18.0], shoonya_6s9EPCCKXG2KH4, 5764515]
[second-level-question, [136.0, 425.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 443.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 461.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 479.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 497.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 515.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 533.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 551.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 569.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 587.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 605.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 623.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 641.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 659.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 677.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 695.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 713.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 731.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 749.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 767.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 785.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 803.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[second-level-question, [136.0, 821.0, 699.0, 18.0], 2dq3ffjt8i, 5764515]
[section-title, [1252.0, 434.0, 109.0, 30.0], kmvdkuTRLl, 5764515]
[sidebar, [1421.0, 506.0, 144.0, 18.0], VME4fwbX9n, 5764515]
[second-level-question, [916.0, 539.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 557.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 575.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 593.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 611.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
[second-level-question, [916.0, 629.0, 745.0, 18.0], Zi8m0Azw8k, 5764515]
