[1372, 849]
[section-title, [340.0, 68.0, 173.0, 30.0], shoonya_2s890Z97L1NZ52, 5709816]
[paragraph, [62.0, 131.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 149.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 167.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 185.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 203.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 221.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 239.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 257.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 275.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 293.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 311.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 329.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 347.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 365.0, 728.0, 18.0], shoonya_1sIS3C8JNWOLOP, 5709816]
[paragraph, [62.0, 381.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 399.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 417.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 435.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 453.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 471.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 489.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 507.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
