[1754, 1241]
[chapter-title, [414.0, 102.0, 376.0, 58.5], shoonya_1sO7XTYWDX384Z, 5708508]
[ordered-list, [100.0, 235.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 271.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 307.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 343.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 379.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 415.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 451.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 487.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 523.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 559.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 595.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 631.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 667.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 703.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 739.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 775.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 811.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 847.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 883.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 919.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 955.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 991.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1027.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1063.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1099.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1135.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1171.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1207.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1243.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1279.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1315.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1351.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1387.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1423.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1459.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1495.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1531.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[ordered-list, [100.0, 1567.0, 1020.0, 36.0], shoonya_6sEITWJFHMMRHE, 5708508]
[placeholder-text, [620.0, 240.0, 166.0, 18.0], nrndv7uJXp, 5708508]
[placeholder-text, [620.0, 258.0, 166.0, 18.0], nrndv7uJXp, 5708508]
[placeholder-text, [472.0, 396.0, 164.0, 18.0], 6aVETFShNy, 5708508]
[placeholder-text, [472.0, 414.0, 164.0, 18.0], 6aVETFShNy, 5708508]
[placeholder-text, [341.0, 465.0, 164.0, 18.0], uiiPwoTa-V, 5708508]
[placeholder-text, [341.0, 483.0, 164.0, 18.0], uiiPwoTa-V, 5708508]
[placeholder-text, [448.0, 528.0, 260.0, 18.0], 1O4W03ovCG, 5708508]
[placeholder-text, [448.0, 546.0, 260.0, 18.0], 1O4W03ovCG, 5708508]
[sub-ordered-list, [186.0, 682.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 718.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 754.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 790.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 826.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 862.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 898.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 934.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 970.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1006.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1042.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1078.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1114.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1150.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1186.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1222.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1258.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1294.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1330.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1366.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1402.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1438.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1474.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1510.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
[sub-ordered-list, [186.0, 1546.0, 933.0, 36.0], shoonya_7s3CMT7TZO2GTV, 5708508]
