[3968, 2806]
[paragraph, [183.0, 253.0, 1141.0, 52.5], shoonya_0s8D0XV2RMDU90, 5683506]
[paragraph, [183.0, 305.5, 1141.0, 52.5], shoonya_0s8D0XV2RMDU90, 5683506]
[paragraph, [183.0, 358.0, 1141.0, 52.5], shoonya_0s8D0XV2RMDU90, 5683506]
[paragraph, [183.0, 410.5, 1141.0, 52.5], shoonya_0s8D0XV2RMDU90, 5683506]
[paragraph, [183.0, 463.0, 1141.0, 52.5], shoonya_0s8D0XV2RMDU90, 5683506]
[paragraph, [183.0, 515.5, 1141.0, 52.5], shoonya_0s8D0XV2RMDU90, 5683506]
[paragraph, [183.0, 568.0, 1141.0, 52.5], shoonya_0s8D0XV2RMDU90, 5683506]
[paragraph, [183.0, 620.5, 1141.0, 52.5], shoonya_0s8D0XV2RMDU90, 5683506]
[paragraph, [183.0, 673.0, 1141.0, 52.5], shoonya_0s8D0XV2RMDU90, 5683506]
[paragraph, [1369.0, 330.0, 1174.0, 52.5], shoonya_5sR8SVQZ5WH1K6, 5683506]
[paragraph, [1369.0, 382.5, 1174.0, 52.5], shoonya_5sR8SVQZ5WH1K6, 5683506]
[paragraph, [1369.0, 435.0, 1174.0, 52.5], shoonya_5sR8SVQZ5WH1K6, 5683506]
[paragraph, [1369.0, 487.5, 1174.0, 52.5], shoonya_5sR8SVQZ5WH1K6, 5683506]
[paragraph, [1369.0, 540.0, 1174.0, 52.5], shoonya_5sR8SVQZ5WH1K6, 5683506]
[paragraph, [1369.0, 592.5, 1174.0, 52.5], shoonya_5sR8SVQZ5WH1K6, 5683506]
[paragraph, [1369.0, 645.0, 1174.0, 52.5], shoonya_5sR8SVQZ5WH1K6, 5683506]
[paragraph, [1369.0, 697.5, 1174.0, 52.5], shoonya_5sR8SVQZ5WH1K6, 5683506]
[paragraph, [1369.0, 750.0, 1174.0, 52.5], shoonya_5sR8SVQZ5WH1K6, 5683506]
[paragraph, [1369.0, 802.5, 1174.0, 52.5], shoonya_5sR8SVQZ5WH1K6, 5683506]
[paragraph, [1369.0, 855.0, 1174.0, 52.5], shoonya_5sR8SVQZ5WH1K6, 5683506]
[paragraph, [187.0, 804.0, 1136.0, 52.5], shoonya_1sMWVT4I677PXD, 5683506]
[paragraph, [187.0, 856.5, 1136.0, 52.5], shoonya_1sMWVT4I677PXD, 5683506]
[paragraph, [187.0, 909.0, 1136.0, 52.5], shoonya_1sMWVT4I677PXD, 5683506]
[paragraph, [187.0, 961.5, 1136.0, 52.5], shoonya_1sMWVT4I677PXD, 5683506]
[paragraph, [187.0, 1014.0, 1136.0, 52.5], shoonya_1sMWVT4I677PXD, 5683506]
[paragraph, [187.0, 1066.5, 1136.0, 52.5], shoonya_1sMWVT4I677PXD, 5683506]
[paragraph, [187.0, 1119.0, 1136.0, 52.5], shoonya_1sMWVT4I677PXD, 5683506]
[paragraph, [187.0, 1171.5, 1136.0, 52.5], shoonya_1sMWVT4I677PXD, 5683506]
[paragraph, [187.0, 1224.0, 1136.0, 52.5], shoonya_1sMWVT4I677PXD, 5683506]
[paragraph, [187.0, 1276.5, 1136.0, 52.5], shoonya_1sMWVT4I677PXD, 5683506]
[paragraph, [187.0, 1329.0, 1136.0, 52.5], shoonya_1sMWVT4I677PXD, 5683506]
[paragraph, [1383.0, 951.0, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1003.5, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1056.0, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1108.5, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1161.0, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1213.5, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1266.0, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1318.5, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1371.0, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1423.5, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1476.0, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1528.5, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1581.0, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1633.5, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [1383.0, 1686.0, 1163.0, 52.5], shoonya_6s69M36PC810DI, 5683506]
[paragraph, [174.0, 1473.0, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [174.0, 1525.5, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [174.0, 1578.0, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [174.0, 1630.5, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [174.0, 1683.0, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [174.0, 1735.5, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [174.0, 1788.0, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [174.0, 1840.5, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [174.0, 1893.0, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [174.0, 1945.5, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [174.0, 1998.0, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [174.0, 2050.5, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [174.0, 2103.0, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [174.0, 2155.5, 1180.0, 52.5], shoonya_2sV532CIN0AUEF, 5683506]
[paragraph, [177.0, 2316.0, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 2368.5, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 2421.0, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 2473.5, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 2526.0, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 2578.5, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 2631.0, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 2683.5, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 2736.0, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 2788.5, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
