[2280, 1780]
[ordered-list, [153.0, 324.0, 1448.0, 36.0], xWvGAl9wVX, 5755380]
[ordered-list, [153.0, 360.0, 1448.0, 36.0], xWvGAl9wVX, 5755380]
[ordered-list, [153.0, 396.0, 1448.0, 36.0], xWvGAl9wVX, 5755380]
[ordered-list, [153.0, 432.0, 1448.0, 36.0], xWvGAl9wVX, 5755380]
[ordered-list, [153.0, 468.0, 1448.0, 36.0], xWvGAl9wVX, 5755380]
[ordered-list, [153.0, 504.0, 1448.0, 36.0], xWvGAl9wVX, 5755380]
[ordered-list, [153.0, 540.0, 1448.0, 36.0], xWvGAl9wVX, 5755380]
[ordered-list, [153.0, 576.0, 1448.0, 36.0], xWvGAl9wVX, 5755380]
[ordered-list, [153.0, 612.0, 1448.0, 36.0], xWvGAl9wVX, 5755380]
[ordered-list, [153.0, 648.0, 1448.0, 36.0], xWvGAl9wVX, 5755380]
[ordered-list, [153.0, 684.0, 1448.0, 36.0], xWvGAl9wVX, 5755380]
[ordered-list, [153.0, 720.0, 1448.0, 36.0], xWvGAl9wVX, 5755380]
[placeholder-text, [410.0, 337.0, 1160.0, 18.0], shoonya_2sFMJ685NHMFJK, 5755380]
[placeholder-text, [410.0, 355.0, 1160.0, 18.0], shoonya_2sFMJ685NHMFJK, 5755380]
[placeholder-text, [410.0, 373.0, 1160.0, 18.0], shoonya_2sFMJ685NHMFJK, 5755380]
[placeholder-text, [410.0, 391.0, 1160.0, 18.0], shoonya_2sFMJ685NHMFJK, 5755380]
[placeholder-text, [405.0, 451.0, 1166.0, 18.0], shoonya_3sXJPU3RWONR8A, 5755380]
[placeholder-text, [405.0, 469.0, 1166.0, 18.0], shoonya_3sXJPU3RWONR8A, 5755380]
[placeholder-text, [405.0, 487.0, 1166.0, 18.0], shoonya_3sXJPU3RWONR8A, 5755380]
[placeholder-text, [405.0, 505.0, 1166.0, 18.0], shoonya_3sXJPU3RWONR8A, 5755380]
[placeholder-text, [401.0, 555.0, 1174.0, 18.0], shoonya_10sTE6O05BP0FU, 5755380]
[placeholder-text, [401.0, 573.0, 1174.0, 18.0], shoonya_10sTE6O05BP0FU, 5755380]
[placeholder-text, [401.0, 591.0, 1174.0, 18.0], shoonya_10sTE6O05BP0FU, 5755380]
[placeholder-text, [401.0, 609.0, 1174.0, 18.0], shoonya_10sTE6O05BP0FU, 5755380]
[placeholder-text, [402.0, 662.0, 1170.0, 18.0], zb5GB-5jb5, 5755380]
[placeholder-text, [402.0, 680.0, 1170.0, 18.0], zb5GB-5jb5, 5755380]
[placeholder-text, [402.0, 698.0, 1170.0, 18.0], zb5GB-5jb5, 5755380]
[placeholder-text, [402.0, 716.0, 1170.0, 18.0], zb5GB-5jb5, 5755380]
[ordered-list, [160.0, 1610.0, 1437.0, 36.0], Q61STx_gK9, 5755380]
[ordered-list, [160.0, 1646.0, 1437.0, 36.0], Q61STx_gK9, 5755380]
[ordered-list, [160.0, 1682.0, 1437.0, 36.0], Q61STx_gK9, 5755380]
[ordered-list, [160.0, 1718.0, 1437.0, 36.0], Q61STx_gK9, 5755380]
[ordered-list, [160.0, 1754.0, 1437.0, 36.0], Q61STx_gK9, 5755380]
[ordered-list, [160.0, 1790.0, 1437.0, 36.0], Q61STx_gK9, 5755380]
[ordered-list, [160.0, 1826.0, 1437.0, 36.0], Q61STx_gK9, 5755380]
[ordered-list, [160.0, 1862.0, 1437.0, 36.0], Q61STx_gK9, 5755380]
[ordered-list, [160.0, 1898.0, 1437.0, 36.0], Q61STx_gK9, 5755380]
[ordered-list, [160.0, 1934.0, 1437.0, 36.0], Q61STx_gK9, 5755380]
[ordered-list, [160.0, 1970.0, 1437.0, 36.0], Q61STx_gK9, 5755380]
[placeholder-text, [271.0, 1627.0, 1305.0, 18.0], shoonya_13s1ZGWF5OFSIQ, 5755380]
[placeholder-text, [271.0, 1645.0, 1305.0, 18.0], shoonya_13s1ZGWF5OFSIQ, 5755380]
[placeholder-text, [271.0, 1663.0, 1305.0, 18.0], shoonya_13s1ZGWF5OFSIQ, 5755380]
[placeholder-text, [271.0, 1681.0, 1305.0, 18.0], shoonya_13s1ZGWF5OFSIQ, 5755380]
[placeholder-text, [267.0, 1734.0, 1305.0, 18.0], shoonya_1s65D8S4R8FOLK, 5755380]
[placeholder-text, [267.0, 1752.0, 1305.0, 18.0], shoonya_1s65D8S4R8FOLK, 5755380]
[placeholder-text, [267.0, 1770.0, 1305.0, 18.0], shoonya_1s65D8S4R8FOLK, 5755380]
[placeholder-text, [267.0, 1788.0, 1305.0, 18.0], shoonya_1s65D8S4R8FOLK, 5755380]
[placeholder-text, [272.0, 1842.0, 1305.0, 18.0], shoonya_6sGMWDI8D307B9, 5755380]
[placeholder-text, [272.0, 1860.0, 1305.0, 18.0], shoonya_6sGMWDI8D307B9, 5755380]
[placeholder-text, [272.0, 1878.0, 1305.0, 18.0], shoonya_6sGMWDI8D307B9, 5755380]
[placeholder-text, [272.0, 1896.0, 1305.0, 18.0], shoonya_6sGMWDI8D307B9, 5755380]
[placeholder-text, [270.0, 1946.0, 1315.0, 18.0], shoonya_4sW6VGIZPDZ04E, 5755380]
[placeholder-text, [270.0, 1964.0, 1315.0, 18.0], shoonya_4sW6VGIZPDZ04E, 5755380]
[placeholder-text, [270.0, 1982.0, 1315.0, 18.0], shoonya_4sW6VGIZPDZ04E, 5755380]
[placeholder-text, [270.0, 2000.0, 1315.0, 18.0], shoonya_4sW6VGIZPDZ04E, 5755380]
[folio, [734.0, 2135.0, 218.0, 36.0], tdTccK3T_U, 5755380]
