[1518, 1075]
[paragraph, [113.0, 174.0, 428.0, 36.0], shoonya_0s9YXKK84F3EE8, 5722812]
[paragraph, [113.0, 210.0, 428.0, 36.0], shoonya_0s9YXKK84F3EE8, 5722812]
[paragraph, [113.0, 246.0, 428.0, 36.0], shoonya_0s9YXKK84F3EE8, 5722812]
[paragraph, [113.0, 282.0, 428.0, 36.0], shoonya_0s9YXKK84F3EE8, 5722812]
[paragraph, [113.0, 318.0, 428.0, 36.0], shoonya_0s9YXKK84F3EE8, 5722812]
[paragraph, [113.0, 354.0, 428.0, 36.0], shoonya_0s9YXKK84F3EE8, 5722812]
[paragraph, [113.0, 390.0, 428.0, 36.0], shoonya_0s9YXKK84F3EE8, 5722812]
[paragraph, [113.0, 426.0, 428.0, 36.0], shoonya_0s9YXKK84F3EE8, 5722812]
[paragraph, [113.0, 462.0, 428.0, 36.0], shoonya_0s9YXKK84F3EE8, 5722812]
[paragraph, [113.0, 498.0, 428.0, 36.0], shoonya_0s9YXKK84F3EE8, 5722812]
[paragraph, [113.0, 534.0, 428.0, 36.0], shoonya_0s9YXKK84F3EE8, 5722812]
[paragraph, [558.0, 174.0, 426.0, 36.0], shoonya_3s4B8DRZG6ENF2, 5722812]
[paragraph, [558.0, 210.0, 426.0, 36.0], shoonya_3s4B8DRZG6ENF2, 5722812]
[paragraph, [558.0, 246.0, 426.0, 36.0], shoonya_3s4B8DRZG6ENF2, 5722812]
[paragraph, [558.0, 282.0, 426.0, 36.0], shoonya_3s4B8DRZG6ENF2, 5722812]
[quote, [599.0, 333.0, 345.0, 36.0], shoonya_7sP4TTP7Y6OE6P, 5722812]
[quote, [599.0, 369.0, 345.0, 36.0], shoonya_7sP4TTP7Y6OE6P, 5722812]
[quote, [599.0, 405.0, 345.0, 36.0], shoonya_7sP4TTP7Y6OE6P, 5722812]
[quote, [599.0, 441.0, 345.0, 36.0], shoonya_7sP4TTP7Y6OE6P, 5722812]
[quote, [599.0, 477.0, 345.0, 36.0], shoonya_7sP4TTP7Y6OE6P, 5722812]
[paragraph, [558.0, 542.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 578.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 614.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 650.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 686.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 722.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 758.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 794.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 830.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 866.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 902.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 938.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 974.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 1010.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 1046.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 1082.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 1118.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [558.0, 1154.0, 426.0, 36.0], shoonya_1s14P24PEECVIO, 5722812]
[paragraph, [113.0, 594.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 630.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 666.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 702.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 738.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 774.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
