[2094, 1567]
[folio, [25.0, 14.0, 198.0, 36.0], shoonya_10sJT4EJCN34BR, 5713057]
[paragraph, [79.0, 90.0, 680.0, 36.0], shoonya_0sLW3UJQHF1FY1, 5713057]
[paragraph, [79.0, 126.0, 680.0, 36.0], shoonya_0sLW3UJQHF1FY1, 5713057]
[paragraph, [79.0, 162.0, 680.0, 36.0], shoonya_0sLW3UJQHF1FY1, 5713057]
[paragraph, [79.0, 198.0, 680.0, 36.0], shoonya_0sLW3UJQHF1FY1, 5713057]
[paragraph, [79.0, 234.0, 680.0, 36.0], shoonya_0sLW3UJQHF1FY1, 5713057]
[paragraph, [761.0, 100.0, 722.0, 36.0], shoonya_6s0PC390X1U4A1, 5713057]
[paragraph, [761.0, 136.0, 722.0, 36.0], shoonya_6s0PC390X1U4A1, 5713057]
[paragraph, [760.0, 231.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 267.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 303.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 339.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 375.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 411.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 447.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 483.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 519.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 555.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 591.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 627.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 663.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 699.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 735.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 771.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 807.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 843.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 879.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 915.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 951.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 987.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 1023.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 1059.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 1095.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 1131.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 1167.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [760.0, 1203.0, 721.0, 36.0], shoonya_8sETTCJKOGTZMU, 5713057]
[paragraph, [83.0, 334.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 370.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 406.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 442.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 478.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 514.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 550.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 586.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 622.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 658.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 694.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 730.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 766.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 802.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 838.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 874.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [83.0, 910.0, 669.0, 36.0], shoonya_2sX4R0LBVIF9H7, 5713057]
[paragraph, [86.0, 949.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 985.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 1021.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 1057.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 1093.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
