[2150, 1329]
[folio, [227.0, 194.0, 157.0, 36.0], WbWVvNKMPP, 5691652]
[folio, [478.0, 196.0, 347.0, 36.0], wBT20UgDoh, 5691652]
[paragraph, [405.0, 283.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 319.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 355.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 391.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 427.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 463.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 499.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 535.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 571.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 607.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 643.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 679.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 715.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 751.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 787.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 823.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 859.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 895.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 931.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 967.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1003.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1039.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1075.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1111.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1147.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1183.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1219.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1255.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1291.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1327.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1363.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1399.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1435.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1471.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1507.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1543.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1579.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1615.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[paragraph, [405.0, 1651.0, 548.0, 36.0], shoonya_0s83NRW9R42QKZ, 5691652]
[footnote, [237.0, 1786.0, 921.0, 36.0], U-H_oL2Mt1, 5691652]
[footnote, [237.0, 1822.0, 921.0, 36.0], U-H_oL2Mt1, 5691652]
[footnote, [237.0, 1858.0, 921.0, 36.0], U-H_oL2Mt1, 5691652]
[footnote, [237.0, 1894.0, 921.0, 36.0], U-H_oL2Mt1, 5691652]
[footnote, [237.0, 1930.0, 921.0, 36.0], U-H_oL2Mt1, 5691652]
