[2332, 1589]
[paragraph, [275.0, 202.0, 1180.0, 36.0], shoonya_4sB2QMHJ6ZTIOT, 5733677]
[paragraph, [275.0, 238.0, 1180.0, 36.0], shoonya_4sB2QMHJ6ZTIOT, 5733677]
[paragraph, [275.0, 274.0, 1180.0, 36.0], shoonya_4sB2QMHJ6ZTIOT, 5733677]
[paragraph, [275.0, 310.0, 1180.0, 36.0], shoonya_4sB2QMHJ6ZTIOT, 5733677]
[paragraph, [275.0, 346.0, 1180.0, 36.0], shoonya_4sB2QMHJ6ZTIOT, 5733677]
[paragraph, [275.0, 382.0, 1180.0, 36.0], shoonya_4sB2QMHJ6ZTIOT, 5733677]
[paragraph, [273.0, 488.0, 1179.0, 36.0], shoonya_0sP49WTFPY1GHK, 5733677]
[paragraph, [273.0, 524.0, 1179.0, 36.0], shoonya_0sP49WTFPY1GHK, 5733677]
[paragraph, [273.0, 560.0, 1179.0, 36.0], shoonya_0sP49WTFPY1GHK, 5733677]
[paragraph, [273.0, 596.0, 1179.0, 36.0], shoonya_0sP49WTFPY1GHK, 5733677]
[paragraph, [273.0, 632.0, 1179.0, 36.0], shoonya_0sP49WTFPY1GHK, 5733677]
[paragraph, [273.0, 668.0, 1179.0, 36.0], shoonya_0sP49WTFPY1GHK, 5733677]
[paragraph, [273.0, 704.0, 1179.0, 36.0], shoonya_0sP49WTFPY1GHK, 5733677]
[paragraph, [273.0, 740.0, 1179.0, 36.0], shoonya_0sP49WTFPY1GHK, 5733677]
[paragraph, [273.0, 776.0, 1179.0, 36.0], shoonya_0sP49WTFPY1GHK, 5733677]
[paragraph, [273.0, 812.0, 1179.0, 36.0], shoonya_0sP49WTFPY1GHK, 5733677]
[paragraph, [273.0, 848.0, 1179.0, 36.0], shoonya_0sP49WTFPY1GHK, 5733677]
[paragraph, [273.0, 884.0, 1179.0, 36.0], shoonya_0sP49WTFPY1GHK, 5733677]
[section-title, [274.0, 963.0, 334.0, 52.5], shoonya_8sF15PZOBD9UNP, 5733677]
[paragraph, [268.0, 1065.0, 1184.0, 36.0], shoonya_1sH94LZG8F6RWN, 5733677]
[paragraph, [268.0, 1101.0, 1184.0, 36.0], shoonya_1sH94LZG8F6RWN, 5733677]
[paragraph, [268.0, 1137.0, 1184.0, 36.0], shoonya_1sH94LZG8F6RWN, 5733677]
[paragraph, [268.0, 1173.0, 1184.0, 36.0], shoonya_1sH94LZG8F6RWN, 5733677]
[paragraph, [268.0, 1209.0, 1184.0, 36.0], shoonya_1sH94LZG8F6RWN, 5733677]
[paragraph, [268.0, 1245.0, 1184.0, 36.0], shoonya_1sH94LZG8F6RWN, 5733677]
[paragraph, [270.0, 1353.0, 1177.0, 36.0], Q_iqb2z50M, 5733677]
[paragraph, [270.0, 1389.0, 1177.0, 36.0], Q_iqb2z50M, 5733677]
[paragraph, [270.0, 1425.0, 1177.0, 36.0], Q_iqb2z50M, 5733677]
[paragraph, [270.0, 1461.0, 1177.0, 36.0], Q_iqb2z50M, 5733677]
[paragraph, [257.0, 1580.0, 1187.0, 36.0], shoonya_2s07WSV1LRSBOM, 5733677]
[paragraph, [257.0, 1616.0, 1187.0, 36.0], shoonya_2s07WSV1LRSBOM, 5733677]
[paragraph, [257.0, 1652.0, 1187.0, 36.0], shoonya_2s07WSV1LRSBOM, 5733677]
[paragraph, [257.0, 1688.0, 1187.0, 36.0], shoonya_2s07WSV1LRSBOM, 5733677]
[paragraph, [257.0, 1724.0, 1187.0, 36.0], shoonya_2s07WSV1LRSBOM, 5733677]
[paragraph, [257.0, 1760.0, 1187.0, 36.0], shoonya_2s07WSV1LRSBOM, 5733677]
[paragraph, [257.0, 1796.0, 1187.0, 36.0], shoonya_2s07WSV1LRSBOM, 5733677]
[paragraph, [257.0, 1832.0, 1187.0, 36.0], shoonya_2s07WSV1LRSBOM, 5733677]
[paragraph, [257.0, 1868.0, 1187.0, 36.0], shoonya_2s07WSV1LRSBOM, 5733677]
[paragraph, [257.0, 1904.0, 1187.0, 36.0], shoonya_2s07WSV1LRSBOM, 5733677]
