[842, 596]
[ordered-list, [49.0, 46.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 64.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 82.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 100.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 118.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 136.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 154.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 172.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 190.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 208.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 226.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 244.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 262.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 280.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 298.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 316.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 334.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 352.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 370.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 388.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 406.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 424.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 442.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 460.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 478.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 496.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 514.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 532.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 550.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 568.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 586.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 604.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 622.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 640.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 658.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 676.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 694.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 712.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[ordered-list, [49.0, 730.0, 507.0, 18.0], B2ABKTLRfc, 5658124]
[sub-ordered-list, [107.0, 74.0, 419.0, 18.0], shoonya_0sVBMOE8IHDNMY, 5658124]
[sub-ordered-list, [107.0, 92.0, 419.0, 18.0], shoonya_0sVBMOE8IHDNMY, 5658124]
[sub-ordered-list, [107.0, 110.0, 419.0, 18.0], shoonya_0sVBMOE8IHDNMY, 5658124]
[sub-ordered-list, [107.0, 128.0, 419.0, 18.0], shoonya_0sVBMOE8IHDNMY, 5658124]
[sub-ordered-list, [107.0, 146.0, 419.0, 18.0], shoonya_0sVBMOE8IHDNMY, 5658124]
[sub-ordered-list, [107.0, 164.0, 419.0, 18.0], shoonya_0sVBMOE8IHDNMY, 5658124]
[sub-ordered-list, [107.0, 182.0, 419.0, 18.0], shoonya_0sVBMOE8IHDNMY, 5658124]
[sub-ordered-list, [107.0, 200.0, 419.0, 18.0], shoonya_0sVBMOE8IHDNMY, 5658124]
[sub-ordered-list, [107.0, 218.0, 419.0, 18.0], shoonya_0sVBMOE8IHDNMY, 5658124]
[sub-ordered-list, [107.0, 236.0, 419.0, 18.0], shoonya_0sVBMOE8IHDNMY, 5658124]
[subsub-ordered-list, [145.0, 225.0, 221.0, 18.0], DEZZfAIjEk, 5658124]
[subsub-ordered-list, [145.0, 243.0, 221.0, 18.0], DEZZfAIjEk, 5658124]
[sub-ordered-list, [107.0, 313.0, 426.0, 18.0], rc7DIf99WZ, 5658124]
[sub-ordered-list, [107.0, 331.0, 426.0, 18.0], rc7DIf99WZ, 5658124]
[sub-ordered-list, [107.0, 349.0, 426.0, 18.0], rc7DIf99WZ, 5658124]
[sub-ordered-list, [107.0, 367.0, 426.0, 18.0], rc7DIf99WZ, 5658124]
[sub-ordered-list, [107.0, 385.0, 426.0, 18.0], rc7DIf99WZ, 5658124]
[sub-ordered-list, [107.0, 403.0, 426.0, 18.0], rc7DIf99WZ, 5658124]
[sub-ordered-list, [71.0, 427.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 445.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 463.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 481.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 499.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 517.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 535.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 553.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 571.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 589.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 607.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 625.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 643.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 661.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 679.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 697.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[sub-ordered-list, [71.0, 715.0, 466.0, 18.0], WxlsKMseTL, 5658124]
[subsub-ordered-list, [119.0, 629.0, 408.0, 18.0], 9Vh4hdfSth, 5658124]
[subsub-ordered-list, [119.0, 647.0, 408.0, 18.0], 9Vh4hdfSth, 5658124]
[subsub-ordered-list, [119.0, 665.0, 408.0, 18.0], 9Vh4hdfSth, 5658124]
[subsub-ordered-list, [119.0, 683.0, 408.0, 18.0], 9Vh4hdfSth, 5658124]
[subsub-ordered-list, [119.0, 701.0, 408.0, 18.0], 9Vh4hdfSth, 5658124]
[subsub-ordered-list, [119.0, 719.0, 408.0, 18.0], 9Vh4hdfSth, 5658124]
[footnote, [80.0, 776.0, 468.0, 18.0], cF4b5hmz6B, 5658124]
