[1437, 878]
[folio, [341.0, 70.0, 261.0, 18.0], ofCwcSgDxs, 5770307]
[folio, [341.0, 88.0, 261.0, 18.0], ofCwcSgDxs, 5770307]
[folio, [341.0, 106.0, 261.0, 18.0], ofCwcSgDxs, 5770307]
[paragraph, [71.0, 134.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 152.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 170.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 188.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 206.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 224.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 242.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 260.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 278.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 296.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 314.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 332.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 350.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 368.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 386.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 404.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 422.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 440.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 458.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 476.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 494.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 512.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 530.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 548.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 566.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 584.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 602.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 620.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 638.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 656.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 674.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [71.0, 692.0, 371.0, 18.0], shoonya_1sMQZ4GJ1I98J0, 5770307]
[paragraph, [443.0, 138.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 156.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 174.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 192.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 210.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 228.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 246.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 264.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 282.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 300.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 318.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 336.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 354.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 372.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 390.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 408.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 426.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 444.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 462.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 480.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 498.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 516.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 534.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 552.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 570.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 588.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 606.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 624.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 642.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 660.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 678.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 696.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 714.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 732.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 750.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 768.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 786.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 804.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 822.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 840.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 858.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 876.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 894.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 912.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 930.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 948.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [443.0, 966.0, 368.0, 18.0], jhslDjyIkA, 5770307]
[paragraph, [73.0, 717.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
[paragraph, [73.0, 735.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
[paragraph, [73.0, 753.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
[paragraph, [73.0, 771.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
[paragraph, [73.0, 789.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
[paragraph, [73.0, 807.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
[paragraph, [73.0, 825.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
[paragraph, [73.0, 843.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
[paragraph, [73.0, 861.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
[paragraph, [73.0, 879.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
