[1320, 1176]
[folio, [933.0, 55.0, 174.0, 18.0], shoonya_3sFUDD87NPDVK1, 5694710]
[folio, [933.0, 73.0, 174.0, 18.0], shoonya_3sFUDD87NPDVK1, 5694710]
[folio, [933.0, 91.0, 174.0, 18.0], shoonya_3sFUDD87NPDVK1, 5694710]
[folio, [933.0, 109.0, 174.0, 18.0], shoonya_3sFUDD87NPDVK1, 5694710]
[folio, [933.0, 127.0, 174.0, 18.0], shoonya_3sFUDD87NPDVK1, 5694710]
[paragraph, [76.0, 155.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 173.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 191.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 209.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 227.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 245.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 263.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 281.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 299.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 317.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 335.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 353.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 371.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 389.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 407.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 425.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 443.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [76.0, 461.0, 351.0, 18.0], shoonya_6sZTKRE9NF9CZY, 5694710]
[paragraph, [437.0, 173.0, 332.0, 18.0], 2f3Y8zYB2h, 5694710]
[paragraph, [437.0, 191.0, 332.0, 18.0], 2f3Y8zYB2h, 5694710]
[paragraph, [437.0, 209.0, 332.0, 18.0], 2f3Y8zYB2h, 5694710]
[paragraph, [437.0, 227.0, 332.0, 18.0], 2f3Y8zYB2h, 5694710]
[paragraph, [437.0, 245.0, 332.0, 18.0], 2f3Y8zYB2h, 5694710]
[paragraph, [775.0, 179.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 197.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 215.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 233.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 251.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 269.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 287.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 305.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 323.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 341.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 359.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 377.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 395.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 413.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 431.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 449.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 467.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 485.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 503.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 521.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 539.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 557.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 575.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [775.0, 593.0, 325.0, 18.0], 2rgoPnCK-o, 5694710]
[paragraph, [429.0, 272.0, 335.0, 18.0], AX11RDhj_-, 5694710]
[paragraph, [429.0, 290.0, 335.0, 18.0], AX11RDhj_-, 5694710]
[paragraph, [429.0, 308.0, 335.0, 18.0], AX11RDhj_-, 5694710]
[paragraph, [429.0, 326.0, 335.0, 18.0], AX11RDhj_-, 5694710]
[paragraph, [429.0, 344.0, 335.0, 18.0], AX11RDhj_-, 5694710]
[paragraph, [429.0, 362.0, 335.0, 18.0], AX11RDhj_-, 5694710]
[paragraph, [429.0, 380.0, 335.0, 18.0], AX11RDhj_-, 5694710]
[paragraph, [429.0, 398.0, 335.0, 18.0], AX11RDhj_-, 5694710]
[paragraph, [429.0, 416.0, 335.0, 18.0], AX11RDhj_-, 5694710]
[paragraph, [429.0, 434.0, 335.0, 18.0], AX11RDhj_-, 5694710]
[paragraph, [429.0, 452.0, 335.0, 18.0], AX11RDhj_-, 5694710]
[paragraph, [429.0, 470.0, 335.0, 18.0], AX11RDhj_-, 5694710]
[section-title, [194.0, 499.0, 453.0, 30.0], wyVBBLSCT9, 5694710]
[paragraph, [70.0, 539.0, 690.0, 18.0], WVdL4utjds, 5694710]
[paragraph, [70.0, 557.0, 690.0, 18.0], WVdL4utjds, 5694710]
[paragraph, [70.0, 575.0, 690.0, 18.0], WVdL4utjds, 5694710]
