[2022, 1433]
[paragraph, [263.0, 332.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 368.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 404.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 440.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 476.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 512.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 548.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 584.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 620.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 656.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 692.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 728.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 764.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 800.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 836.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 872.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 908.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 944.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 980.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 1016.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 1052.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 1088.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [263.0, 1124.0, 1084.0, 36.0], shoonya_1sS6NNB7G0JCQU, 5650898]
[paragraph, [254.0, 1222.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [254.0, 1258.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [254.0, 1294.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [254.0, 1330.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [254.0, 1366.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [254.0, 1402.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [254.0, 1438.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [254.0, 1474.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [254.0, 1510.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [254.0, 1546.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [254.0, 1582.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [254.0, 1618.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [254.0, 1654.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [254.0, 1690.0, 1095.0, 36.0], shoonya_0s339IJKMJPL4B, 5650898]
[paragraph, [260.0, 1781.0, 1086.0, 36.0], shoonya_2sNDQ1R9XMYW27, 5650898]
[paragraph, [260.0, 1817.0, 1086.0, 36.0], shoonya_2sNDQ1R9XMYW27, 5650898]
[paragraph, [260.0, 1853.0, 1086.0, 36.0], shoonya_2sNDQ1R9XMYW27, 5650898]
[paragraph, [260.0, 1889.0, 1086.0, 36.0], shoonya_2sNDQ1R9XMYW27, 5650898]
[paragraph, [260.0, 1925.0, 1086.0, 36.0], shoonya_2sNDQ1R9XMYW27, 5650898]
