[2339, 1656]
[paragraph, [131.0, 98.0, 704.0, 36.0], shoonya_1sPNUWCGHVQZ8O, 5749728]
[paragraph, [131.0, 134.0, 704.0, 36.0], shoonya_1sPNUWCGHVQZ8O, 5749728]
[paragraph, [131.0, 170.0, 704.0, 36.0], shoonya_1sPNUWCGHVQZ8O, 5749728]
[paragraph, [131.0, 206.0, 704.0, 36.0], shoonya_1sPNUWCGHVQZ8O, 5749728]
[paragraph, [131.0, 242.0, 704.0, 36.0], shoonya_1sPNUWCGHVQZ8O, 5749728]
[paragraph, [131.0, 278.0, 704.0, 36.0], shoonya_1sPNUWCGHVQZ8O, 5749728]
[paragraph, [131.0, 314.0, 704.0, 36.0], shoonya_1sPNUWCGHVQZ8O, 5749728]
[paragraph, [131.0, 350.0, 704.0, 36.0], shoonya_1sPNUWCGHVQZ8O, 5749728]
[paragraph, [131.0, 386.0, 704.0, 36.0], shoonya_1sPNUWCGHVQZ8O, 5749728]
[paragraph, [131.0, 422.0, 704.0, 36.0], shoonya_1sPNUWCGHVQZ8O, 5749728]
[paragraph, [131.0, 458.0, 704.0, 36.0], shoonya_1sPNUWCGHVQZ8O, 5749728]
[paragraph, [863.0, 99.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 135.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 171.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 207.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 243.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 279.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 315.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 351.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 387.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 423.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 459.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 495.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 531.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 567.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 603.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 639.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 675.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 711.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 747.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 783.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 819.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 855.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 891.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 927.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 963.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 999.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 1035.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [863.0, 1071.0, 702.0, 36.0], shoonya_3sP7DAU04A9VNC, 5749728]
[paragraph, [130.0, 524.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 560.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 596.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 632.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 668.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 704.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 740.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 776.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 812.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 848.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 884.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 920.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 956.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 992.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 1028.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [130.0, 1064.0, 706.0, 36.0], shoonya_2sLME8SHYT2E61, 5749728]
[paragraph, [127.0, 1114.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1150.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1186.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1222.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1258.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1294.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1330.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1366.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1402.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1438.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1474.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1510.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1546.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1582.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1618.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1654.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1690.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1726.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1762.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1798.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1834.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1870.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1906.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1942.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 1978.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [127.0, 2014.0, 707.0, 36.0], shoonya_0s1FGPV1FDHGWC, 5749728]
[paragraph, [858.0, 1122.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1158.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1194.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1230.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1266.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1302.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1338.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1374.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1410.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1446.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1482.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1518.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1554.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1590.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1626.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1662.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1698.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1734.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1770.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1806.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1842.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1878.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1914.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1950.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 1986.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
[paragraph, [858.0, 2022.0, 706.0, 36.0], shoonya_4sL36HM78JY21C, 5749728]
