[2200, 1700]
[section-title, [286.0, 228.0, 276.0, 52.5], shoonya_2sFCDP0AETJ8UW, 5687325]
[paragraph, [280.0, 356.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 392.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 428.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 464.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 500.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 536.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 572.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 608.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 644.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 680.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 716.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 752.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 788.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 824.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 860.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 896.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 932.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 968.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1004.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1040.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1076.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1112.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1148.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1184.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1220.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1256.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1292.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1328.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1364.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1400.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1436.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1472.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1508.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1544.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1580.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1616.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1652.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1688.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1724.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1760.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [280.0, 1796.0, 1146.0, 36.0], shoonya_0s7LUSRY5WPXZB, 5687325]
[paragraph, [397.0, 1868.0, 293.0, 36.0], pNMBWu94Lz, 5687325]
