[1650, 1275]
[paragraph, [144.0, 202.0, 950.0, 36.0], shoonya_4sE6PUOYHLWKZG, 5781113]
[reference, [145.0, 335.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 371.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 407.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 443.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 479.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 515.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 551.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 587.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 623.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 659.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 695.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 731.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 767.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 803.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 839.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 875.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 911.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 947.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 983.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 1019.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 1055.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 1091.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 1127.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 1163.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 1199.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 1235.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 1271.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 1307.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 1343.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 1379.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
[reference, [145.0, 1415.0, 1000.0, 36.0], shoonya_0sKVW8ENPQ8CBW, 5781113]
