[2339, 1653]
[folio, [237.0, 330.0, 146.0, 36.0], 18cvYoFkbn, 5736228]
[folio, [1182.0, 330.0, 233.0, 36.0], wjFaFyu9pU, 5736228]
[paragraph, [239.0, 387.0, 577.0, 36.0], shoonya_8sVZSW0XDUH0YE, 5736228]
[paragraph, [239.0, 423.0, 577.0, 36.0], shoonya_8sVZSW0XDUH0YE, 5736228]
[paragraph, [1104.0, 390.0, 317.0, 36.0], shoonya_1sGDV54SELHXZT, 5736228]
[paragraph, [1104.0, 426.0, 317.0, 36.0], shoonya_1sGDV54SELHXZT, 5736228]
[paragraph, [1104.0, 462.0, 317.0, 36.0], shoonya_1sGDV54SELHXZT, 5736228]
[paragraph, [1104.0, 498.0, 317.0, 36.0], shoonya_1sGDV54SELHXZT, 5736228]
[paragraph, [1104.0, 534.0, 317.0, 36.0], shoonya_1sGDV54SELHXZT, 5736228]
[paragraph, [1104.0, 570.0, 317.0, 36.0], shoonya_1sGDV54SELHXZT, 5736228]
[paragraph, [1104.0, 606.0, 317.0, 36.0], shoonya_1sGDV54SELHXZT, 5736228]
[paragraph, [1104.0, 642.0, 317.0, 36.0], shoonya_1sGDV54SELHXZT, 5736228]
[paragraph, [1104.0, 678.0, 317.0, 36.0], shoonya_1sGDV54SELHXZT, 5736228]
[sidebar, [1456.0, 443.0, 131.0, 36.0], shoonya_10sLK7JM097Q56, 5736228]
[paragraph, [235.0, 481.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 517.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 553.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 589.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 625.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 661.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 697.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 733.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 769.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 805.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 841.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 877.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 913.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 949.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 985.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 1021.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 1057.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 1093.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 1129.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 1165.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 1201.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 1237.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [235.0, 1273.0, 581.0, 36.0], shoonya_0sMDS72VZ6WRO6, 5736228]
[paragraph, [831.0, 745.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 781.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 817.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 853.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 889.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 925.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 961.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 997.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1033.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1069.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1105.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1141.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1177.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1213.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1249.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1285.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1321.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1357.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1393.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1429.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1465.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1501.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1537.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1573.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[paragraph, [831.0, 1609.0, 590.0, 36.0], fQ3y4GgrOq, 5736228]
[author, [561.0, 1324.0, 255.0, 36.0], shoonya_7s3C4FSQ6BORAM, 5736228]
[paragraph, [235.0, 1453.0, 344.0, 36.0], BSTVvyWJQD, 5736228]
[paragraph, [234.0, 1546.0, 583.0, 36.0], shoonya_4sCGUC796ENC4E, 5736228]
[paragraph, [234.0, 1582.0, 583.0, 36.0], shoonya_4sCGUC796ENC4E, 5736228]
[paragraph, [234.0, 1618.0, 583.0, 36.0], shoonya_4sCGUC796ENC4E, 5736228]
[paragraph, [234.0, 1654.0, 583.0, 36.0], shoonya_4sCGUC796ENC4E, 5736228]
[paragraph, [234.0, 1690.0, 583.0, 36.0], shoonya_4sCGUC796ENC4E, 5736228]
[paragraph, [234.0, 1726.0, 583.0, 36.0], shoonya_4sCGUC796ENC4E, 5736228]
[paragraph, [836.0, 1678.0, 576.0, 36.0], shoonya_2s2QTO1GLD85HA, 5736228]
[paragraph, [836.0, 1714.0, 576.0, 36.0], shoonya_2s2QTO1GLD85HA, 5736228]
[paragraph, [836.0, 1750.0, 576.0, 36.0], shoonya_2s2QTO1GLD85HA, 5736228]
[paragraph, [836.0, 1786.0, 576.0, 36.0], shoonya_2s2QTO1GLD85HA, 5736228]
[paragraph, [836.0, 1822.0, 576.0, 36.0], shoonya_2s2QTO1GLD85HA, 5736228]
[paragraph, [836.0, 1858.0, 576.0, 36.0], shoonya_2s2QTO1GLD85HA, 5736228]
[paragraph, [836.0, 1894.0, 576.0, 36.0], shoonya_2s2QTO1GLD85HA, 5736228]
[paragraph, [239.0, 1770.0, 578.0, 36.0], shoonya_5sNPMT07QDHM38, 5736228]
[paragraph, [239.0, 1806.0, 578.0, 36.0], shoonya_5sNPMT07QDHM38, 5736228]
[paragraph, [239.0, 1842.0, 578.0, 36.0], shoonya_5sNPMT07QDHM38, 5736228]
[paragraph, [239.0, 1878.0, 578.0, 36.0], shoonya_5sNPMT07QDHM38, 5736228]
[folio, [241.0, 1961.0, 224.0, 36.0], b1vo7w846M, 5736228]
