[1298, 853]
[section-title, [345.0, 68.0, 162.0, 30.0], shoonya_0s93R2JJISNQU6, 5710489]
[paragraph, [66.0, 115.0, 720.0, 18.0], shoonya_1sWAA9DQGM1ANA, 5710489]
[paragraph, [66.0, 133.0, 720.0, 18.0], shoonya_1sWAA9DQGM1ANA, 5710489]
[paragraph, [66.0, 151.0, 720.0, 18.0], shoonya_1sWAA9DQGM1ANA, 5710489]
[paragraph, [66.0, 169.0, 720.0, 18.0], shoonya_1sWAA9DQGM1ANA, 5710489]
[paragraph, [66.0, 187.0, 720.0, 18.0], shoonya_1sWAA9DQGM1ANA, 5710489]
[paragraph, [66.0, 205.0, 720.0, 18.0], shoonya_1sWAA9DQGM1ANA, 5710489]
[paragraph, [66.0, 223.0, 720.0, 18.0], shoonya_1sWAA9DQGM1ANA, 5710489]
[paragraph, [66.0, 241.0, 720.0, 18.0], shoonya_1sWAA9DQGM1ANA, 5710489]
[paragraph, [66.0, 259.0, 720.0, 18.0], shoonya_1sWAA9DQGM1ANA, 5710489]
[paragraph, [66.0, 277.0, 720.0, 18.0], shoonya_1sWAA9DQGM1ANA, 5710489]
[paragraph, [66.0, 295.0, 720.0, 18.0], shoonya_1sWAA9DQGM1ANA, 5710489]
[paragraph, [66.0, 313.0, 720.0, 18.0], shoonya_1sWAA9DQGM1ANA, 5710489]
[paragraph, [66.0, 331.0, 720.0, 18.0], shoonya_1sWAA9DQGM1ANA, 5710489]
[paragraph, [70.0, 399.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 417.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 435.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 453.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 471.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 489.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 507.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 525.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 543.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 561.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 579.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 597.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 615.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 633.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 651.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 669.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 687.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 705.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 723.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 741.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 759.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 777.0, 714.0, 18.0], bbrWxc54PT, 5710489]
[paragraph, [70.0, 803.0, 719.0, 18.0], oFsvCZeUtF, 5710489]
[paragraph, [70.0, 821.0, 719.0, 18.0], oFsvCZeUtF, 5710489]
[paragraph, [70.0, 839.0, 719.0, 18.0], oFsvCZeUtF, 5710489]
[paragraph, [70.0, 857.0, 719.0, 18.0], oFsvCZeUtF, 5710489]
[paragraph, [70.0, 875.0, 719.0, 18.0], oFsvCZeUtF, 5710489]
[paragraph, [70.0, 893.0, 719.0, 18.0], oFsvCZeUtF, 5710489]
[paragraph, [70.0, 911.0, 719.0, 18.0], oFsvCZeUtF, 5710489]
[paragraph, [65.0, 941.0, 729.0, 18.0], jjEQRC6nSa, 5710489]
[paragraph, [65.0, 959.0, 729.0, 18.0], jjEQRC6nSa, 5710489]
[paragraph, [65.0, 977.0, 729.0, 18.0], jjEQRC6nSa, 5710489]
[paragraph, [65.0, 995.0, 729.0, 18.0], jjEQRC6nSa, 5710489]
[paragraph, [65.0, 1013.0, 729.0, 18.0], jjEQRC6nSa, 5710489]
[paragraph, [65.0, 1031.0, 729.0, 18.0], jjEQRC6nSa, 5710489]
[paragraph, [65.0, 1049.0, 729.0, 18.0], jjEQRC6nSa, 5710489]
[paragraph, [65.0, 1067.0, 729.0, 18.0], jjEQRC6nSa, 5710489]
[paragraph, [65.0, 1085.0, 729.0, 18.0], jjEQRC6nSa, 5710489]
[paragraph, [65.0, 1103.0, 729.0, 18.0], jjEQRC6nSa, 5710489]
[paragraph, [65.0, 1121.0, 729.0, 18.0], jjEQRC6nSa, 5710489]
[paragraph, [65.0, 1139.0, 729.0, 18.0], jjEQRC6nSa, 5710489]
[paragraph, [65.0, 1157.0, 729.0, 18.0], jjEQRC6nSa, 5710489]
[paragraph, [136.0, 1179.0, 652.0, 18.0], shoonya_2sTVYSS8XNBWZN, 5710489]
[paragraph, [136.0, 1197.0, 652.0, 18.0], shoonya_2sTVYSS8XNBWZN, 5710489]
