[1518, 1004]
[paragraph, [51.0, 85.0, 294.0, 36.0], shoonya_10sV7OKTDZSZWQ, 6471860]
[paragraph, [51.0, 121.0, 294.0, 36.0], shoonya_10sV7OKTDZSZWQ, 6471860]
[paragraph, [51.0, 157.0, 294.0, 36.0], shoonya_10sV7OKTDZSZWQ, 6471860]
[paragraph, [655.0, 86.0, 299.0, 36.0], shoonya_12s8MAKB103ZRS, 6471860]
[paragraph, [655.0, 122.0, 299.0, 36.0], shoonya_12s8MAKB103ZRS, 6471860]
[paragraph, [655.0, 158.0, 299.0, 36.0], shoonya_12s8MAKB103ZRS, 6471860]
[paragraph, [655.0, 194.0, 299.0, 36.0], shoonya_12s8MAKB103ZRS, 6471860]
[paragraph, [655.0, 230.0, 299.0, 36.0], shoonya_12s8MAKB103ZRS, 6471860]
[paragraph, [655.0, 266.0, 299.0, 36.0], shoonya_12s8MAKB103ZRS, 6471860]
[paragraph, [655.0, 302.0, 299.0, 36.0], shoonya_12s8MAKB103ZRS, 6471860]
[paragraph, [655.0, 338.0, 299.0, 36.0], shoonya_12s8MAKB103ZRS, 6471860]
[paragraph, [356.0, 88.0, 293.0, 36.0], shoonya_7sZ4UZ5CSBYXB1, 6471860]
[paragraph, [356.0, 124.0, 293.0, 36.0], shoonya_7sZ4UZ5CSBYXB1, 6471860]
[paragraph, [356.0, 160.0, 293.0, 36.0], shoonya_7sZ4UZ5CSBYXB1, 6471860]
[paragraph, [356.0, 196.0, 293.0, 36.0], shoonya_7sZ4UZ5CSBYXB1, 6471860]
[paragraph, [356.0, 232.0, 293.0, 36.0], shoonya_7sZ4UZ5CSBYXB1, 6471860]
[paragraph, [54.0, 220.0, 289.0, 36.0], shoonya_9sBBYP20PBIIEV, 6471860]
[paragraph, [54.0, 256.0, 289.0, 36.0], shoonya_9sBBYP20PBIIEV, 6471860]
[paragraph, [54.0, 292.0, 289.0, 36.0], shoonya_9sBBYP20PBIIEV, 6471860]
[paragraph, [54.0, 328.0, 289.0, 36.0], shoonya_9sBBYP20PBIIEV, 6471860]
[paragraph, [54.0, 364.0, 289.0, 36.0], shoonya_9sBBYP20PBIIEV, 6471860]
[paragraph, [54.0, 400.0, 289.0, 36.0], shoonya_9sBBYP20PBIIEV, 6471860]
[paragraph, [352.0, 272.0, 293.0, 36.0], shoonya_6sXP4I89QDTN7U, 6471860]
[paragraph, [352.0, 308.0, 293.0, 36.0], shoonya_6sXP4I89QDTN7U, 6471860]
[paragraph, [352.0, 344.0, 293.0, 36.0], shoonya_6sXP4I89QDTN7U, 6471860]
[paragraph, [352.0, 380.0, 293.0, 36.0], shoonya_6sXP4I89QDTN7U, 6471860]
[paragraph, [655.0, 376.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 412.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 448.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 484.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 520.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 556.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 592.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 628.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 664.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 700.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 736.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 772.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 808.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 844.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [655.0, 880.0, 296.0, 36.0], shoonya_1s4USZRWBZJJ0R, 6471860]
[paragraph, [55.0, 453.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 489.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 525.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 561.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 597.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 633.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 669.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 705.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 741.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 777.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 813.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 849.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 885.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 921.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 957.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[paragraph, [55.0, 993.0, 289.0, 36.0], shoonya_2sIR595NOXJMZJ, 6471860]
[author, [390.0, 763.0, 220.0, 36.0], shoonya_3sVSQ0HE2N7ZKH, 6471860]
[paragraph, [355.0, 843.0, 296.0, 36.0], shoonya_8sAJAJTNYXCBGF, 6471860]
[paragraph, [355.0, 879.0, 296.0, 36.0], shoonya_8sAJAJTNYXCBGF, 6471860]
[paragraph, [355.0, 915.0, 296.0, 36.0], shoonya_8sAJAJTNYXCBGF, 6471860]
[paragraph, [355.0, 951.0, 296.0, 36.0], shoonya_8sAJAJTNYXCBGF, 6471860]
[paragraph, [355.0, 987.0, 296.0, 36.0], shoonya_8sAJAJTNYXCBGF, 6471860]
[paragraph, [355.0, 1023.0, 296.0, 36.0], shoonya_8sAJAJTNYXCBGF, 6471860]
[paragraph, [355.0, 1059.0, 296.0, 36.0], shoonya_8sAJAJTNYXCBGF, 6471860]
