[2200, 1700]
[section-title, [231.0, 182.0, 420.0, 52.5], JMXYziQy7y, 5658990]
[paragraph, [199.0, 316.0, 794.0, 36.0], t2Bybj1JS-, 5658990]
[paragraph, [199.0, 352.0, 794.0, 36.0], t2Bybj1JS-, 5658990]
[paragraph, [199.0, 388.0, 794.0, 36.0], t2Bybj1JS-, 5658990]
[paragraph, [199.0, 424.0, 794.0, 36.0], t2Bybj1JS-, 5658990]
[paragraph, [199.0, 460.0, 794.0, 36.0], t2Bybj1JS-, 5658990]
[paragraph, [199.0, 496.0, 794.0, 36.0], t2Bybj1JS-, 5658990]
[paragraph, [199.0, 532.0, 794.0, 36.0], t2Bybj1JS-, 5658990]
[paragraph, [199.0, 568.0, 794.0, 36.0], t2Bybj1JS-, 5658990]
[paragraph, [199.0, 604.0, 794.0, 36.0], t2Bybj1JS-, 5658990]
[paragraph, [199.0, 640.0, 794.0, 36.0], t2Bybj1JS-, 5658990]
[section-title, [214.0, 696.0, 301.0, 52.5], 9cN3H4dcb3, 5658990]
[ordered-list, [217.0, 751.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
[ordered-list, [217.0, 787.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
[ordered-list, [217.0, 823.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
[ordered-list, [217.0, 859.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
[ordered-list, [217.0, 895.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
[ordered-list, [217.0, 931.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
[ordered-list, [217.0, 967.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
[ordered-list, [217.0, 1003.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
[ordered-list, [217.0, 1039.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
[ordered-list, [217.0, 1075.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
[ordered-list, [217.0, 1111.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
[ordered-list, [217.0, 1147.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
[ordered-list, [217.0, 1183.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
[ordered-list, [217.0, 1219.0, 764.0, 36.0], shoonya_1sLIOGM6NPN28F, 5658990]
