[2806, 1984]
[section-title, [442.0, 100.0, 1095.0, 79.5], uRQlptdKdJ, 5698980]
[sidebar, [1654.0, 434.0, 96.0, 46.5], shoonya_9sF7V2HO9N0NVY, 5698980]
[second-level-question, [212.0, 500.0, 1058.0, 46.5], szEHzc2nEf, 5698980]
[answer, [179.0, 592.0, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 638.5, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 685.0, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 731.5, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 778.0, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 824.5, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 871.0, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 917.5, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 964.0, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 1010.5, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 1057.0, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 1103.5, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 1150.0, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 1196.5, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 1243.0, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 1289.5, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 1336.0, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 1382.5, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 1429.0, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[answer, [179.0, 1475.5, 1592.0, 46.5], shoonya_10sSMH9ZXUNZVZ, 5698980]
[second-level-question, [211.0, 1594.0, 370.0, 46.5], shoonya_7s8Y36Z9XBS49Y, 5698980]
[answer, [199.0, 1675.0, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 1721.5, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 1768.0, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 1814.5, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 1861.0, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 1907.5, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 1954.0, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 2000.5, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 2047.0, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 2093.5, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 2140.0, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 2186.5, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 2233.0, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 2279.5, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 2326.0, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 2372.5, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 2419.0, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 2465.5, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
[answer, [199.0, 2512.0, 1559.0, 46.5], shoonya_0sI7426QF7EDAB, 5698980]
