[2339, 1653]
[folio, [1112.0, 326.0, 295.0, 36.0], TvESYLITJ0, 5735911]
[paragraph, [835.0, 386.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 422.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 458.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 494.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 530.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 566.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 602.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 638.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 674.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 710.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 746.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 782.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 818.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 854.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 890.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 926.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [835.0, 962.0, 582.0, 36.0], shoonya_2sQYRVZ0SBWL8U, 5735911]
[paragraph, [241.0, 436.0, 145.0, 36.0], shoonya_12sDGNTXOWRS50, 5735911]
[paragraph, [488.0, 522.0, 330.0, 36.0], shoonya_4sN9SSOZJLM1U6, 5735911]
[paragraph, [488.0, 558.0, 330.0, 36.0], shoonya_4sN9SSOZJLM1U6, 5735911]
[paragraph, [488.0, 594.0, 330.0, 36.0], shoonya_4sN9SSOZJLM1U6, 5735911]
[paragraph, [488.0, 630.0, 330.0, 36.0], shoonya_4sN9SSOZJLM1U6, 5735911]
[paragraph, [488.0, 666.0, 330.0, 36.0], shoonya_4sN9SSOZJLM1U6, 5735911]
[paragraph, [488.0, 702.0, 330.0, 36.0], shoonya_4sN9SSOZJLM1U6, 5735911]
[paragraph, [488.0, 738.0, 330.0, 36.0], shoonya_4sN9SSOZJLM1U6, 5735911]
[paragraph, [488.0, 774.0, 330.0, 36.0], shoonya_4sN9SSOZJLM1U6, 5735911]
[paragraph, [488.0, 810.0, 330.0, 36.0], shoonya_4sN9SSOZJLM1U6, 5735911]
[paragraph, [236.0, 881.0, 580.0, 36.0], shoonya_1s47VECBHE7NNU, 5735911]
[paragraph, [236.0, 917.0, 580.0, 36.0], shoonya_1s47VECBHE7NNU, 5735911]
[paragraph, [236.0, 953.0, 580.0, 36.0], shoonya_1s47VECBHE7NNU, 5735911]
[paragraph, [236.0, 989.0, 580.0, 36.0], shoonya_1s47VECBHE7NNU, 5735911]
[paragraph, [236.0, 1025.0, 580.0, 36.0], shoonya_1s47VECBHE7NNU, 5735911]
[paragraph, [236.0, 1061.0, 580.0, 36.0], shoonya_1s47VECBHE7NNU, 5735911]
[paragraph, [236.0, 1097.0, 580.0, 36.0], shoonya_1s47VECBHE7NNU, 5735911]
[paragraph, [236.0, 1133.0, 580.0, 36.0], shoonya_1s47VECBHE7NNU, 5735911]
[paragraph, [236.0, 1169.0, 580.0, 36.0], shoonya_1s47VECBHE7NNU, 5735911]
[paragraph, [236.0, 1205.0, 580.0, 36.0], shoonya_1s47VECBHE7NNU, 5735911]
[paragraph, [236.0, 1241.0, 580.0, 36.0], shoonya_1s47VECBHE7NNU, 5735911]
[paragraph, [236.0, 1277.0, 580.0, 36.0], shoonya_1s47VECBHE7NNU, 5735911]
[paragraph, [835.0, 1010.0, 586.0, 36.0], A-lPrHjvsX, 5735911]
[paragraph, [835.0, 1046.0, 586.0, 36.0], A-lPrHjvsX, 5735911]
[paragraph, [835.0, 1082.0, 586.0, 36.0], A-lPrHjvsX, 5735911]
[sidebar, [1458.0, 1105.0, 129.0, 36.0], shoonya_9sKVDZBLRBWEN5, 5735911]
[author, [1196.0, 1145.0, 217.0, 36.0], shoonya_3sFIEWOSIFVMJ8, 5735911]
[paragraph, [831.0, 1279.0, 334.0, 36.0], LNw0FIpJ53, 5735911]
[paragraph, [236.0, 1319.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1355.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1391.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1427.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1463.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1499.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1535.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1571.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1607.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1643.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1679.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1715.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1751.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1787.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1823.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1859.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [236.0, 1895.0, 582.0, 36.0], shoonya_0s6MGO7C1O9C3N, 5735911]
[paragraph, [1088.0, 1372.0, 330.0, 36.0], shoonya_6s3473AQ871SN8, 5735911]
[paragraph, [1088.0, 1408.0, 330.0, 36.0], shoonya_6s3473AQ871SN8, 5735911]
[paragraph, [1088.0, 1444.0, 330.0, 36.0], shoonya_6s3473AQ871SN8, 5735911]
[paragraph, [1088.0, 1480.0, 330.0, 36.0], shoonya_6s3473AQ871SN8, 5735911]
[paragraph, [1088.0, 1516.0, 330.0, 36.0], shoonya_6s3473AQ871SN8, 5735911]
[paragraph, [1088.0, 1552.0, 330.0, 36.0], shoonya_6s3473AQ871SN8, 5735911]
[paragraph, [1088.0, 1588.0, 330.0, 36.0], shoonya_6s3473AQ871SN8, 5735911]
[paragraph, [1088.0, 1624.0, 330.0, 36.0], shoonya_6s3473AQ871SN8, 5735911]
[paragraph, [1088.0, 1660.0, 330.0, 36.0], shoonya_6s3473AQ871SN8, 5735911]
[paragraph, [835.0, 1720.0, 584.0, 36.0], ZRfhc6-gyx, 5735911]
[paragraph, [835.0, 1756.0, 584.0, 36.0], ZRfhc6-gyx, 5735911]
[paragraph, [835.0, 1792.0, 584.0, 36.0], ZRfhc6-gyx, 5735911]
[paragraph, [835.0, 1828.0, 584.0, 36.0], ZRfhc6-gyx, 5735911]
[paragraph, [835.0, 1864.0, 584.0, 36.0], ZRfhc6-gyx, 5735911]
[paragraph, [835.0, 1900.0, 584.0, 36.0], ZRfhc6-gyx, 5735911]
[folio, [241.0, 1965.0, 233.0, 36.0], F9P0QkXpnw, 5735911]
