[1650, 1275]
[chapter-title, [384.0, 176.0, 503.0, 58.5], jXsfH550QO, 6469416]
[section-title, [135.0, 339.0, 447.0, 49.5], POoMvIc9G7, 6469416]
[paragraph, [121.0, 447.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 483.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 519.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 555.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 591.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 627.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 663.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 699.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 735.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 771.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 807.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 843.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 879.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 915.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 951.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 987.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 1023.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 1059.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 1095.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 1131.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 1167.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 1203.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 1239.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 1275.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 1311.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 1347.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 1383.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
[paragraph, [121.0, 1419.0, 455.0, 36.0], bBLR7ojkp1, 6469416]
