[1275, 750]
[folio, [251.0, 98.0, 222.0, 18.0], shoonya_1sFJTOXQUBYT92, 5767496]
[folio, [251.0, 116.0, 222.0, 18.0], shoonya_1sFJTOXQUBYT92, 5767496]
[paragraph, [80.0, 163.0, 602.0, 18.0], shoonya_0s68BQ2PISMHL0, 5767496]
[paragraph, [80.0, 181.0, 602.0, 18.0], shoonya_0s68BQ2PISMHL0, 5767496]
[paragraph, [80.0, 199.0, 602.0, 18.0], shoonya_0s68BQ2PISMHL0, 5767496]
[paragraph, [80.0, 217.0, 602.0, 18.0], shoonya_0s68BQ2PISMHL0, 5767496]
[paragraph, [69.0, 260.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 278.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 296.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 314.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 332.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 350.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 368.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 386.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 404.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 422.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 440.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 458.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 476.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 494.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 512.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 530.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 548.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 566.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 584.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [69.0, 602.0, 616.0, 18.0], 5mVceESmHI, 5767496]
[paragraph, [70.0, 621.0, 621.0, 18.0], deMgsfqs8I, 5767496]
[paragraph, [70.0, 639.0, 621.0, 18.0], deMgsfqs8I, 5767496]
[paragraph, [70.0, 657.0, 621.0, 18.0], deMgsfqs8I, 5767496]
[paragraph, [70.0, 675.0, 621.0, 18.0], deMgsfqs8I, 5767496]
[paragraph, [70.0, 693.0, 621.0, 18.0], deMgsfqs8I, 5767496]
[paragraph, [70.0, 711.0, 621.0, 18.0], deMgsfqs8I, 5767496]
[paragraph, [63.0, 748.0, 625.0, 18.0], ddO7RenK2E, 5767496]
[paragraph, [63.0, 766.0, 625.0, 18.0], ddO7RenK2E, 5767496]
[paragraph, [63.0, 784.0, 625.0, 18.0], ddO7RenK2E, 5767496]
[paragraph, [63.0, 802.0, 625.0, 18.0], ddO7RenK2E, 5767496]
[paragraph, [63.0, 820.0, 625.0, 18.0], ddO7RenK2E, 5767496]
[section-title, [243.0, 867.0, 201.0, 30.0], nc2OpA9Oi0, 5767496]
[paragraph, [65.0, 931.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
[paragraph, [65.0, 949.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
[paragraph, [65.0, 967.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
[paragraph, [65.0, 985.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
[paragraph, [65.0, 1003.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
[paragraph, [65.0, 1021.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
[paragraph, [65.0, 1039.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
[paragraph, [65.0, 1057.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
[paragraph, [65.0, 1075.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
[paragraph, [65.0, 1093.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
[paragraph, [65.0, 1111.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
[paragraph, [65.0, 1129.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
[paragraph, [65.0, 1147.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
[paragraph, [65.0, 1165.0, 607.0, 18.0], shoonya_2sX0N0UHFFLZO3, 5767496]
