[1755, 1240]
[section-title, [173.0, 188.0, 331.0, 49.5], lyyvj_4Dlg, 5703824]
[paragraph, [180.0, 262.0, 880.0, 36.0], shoonya_0sWZUS9YVPZ18H, 5703824]
[paragraph, [180.0, 298.0, 880.0, 36.0], shoonya_0sWZUS9YVPZ18H, 5703824]
[paragraph, [180.0, 334.0, 880.0, 36.0], shoonya_0sWZUS9YVPZ18H, 5703824]
[paragraph, [180.0, 370.0, 880.0, 36.0], shoonya_0sWZUS9YVPZ18H, 5703824]
[paragraph, [180.0, 406.0, 880.0, 36.0], shoonya_0sWZUS9YVPZ18H, 5703824]
[paragraph, [180.0, 442.0, 880.0, 36.0], shoonya_0sWZUS9YVPZ18H, 5703824]
[paragraph, [180.0, 478.0, 880.0, 36.0], shoonya_0sWZUS9YVPZ18H, 5703824]
[paragraph, [180.0, 514.0, 880.0, 36.0], shoonya_0sWZUS9YVPZ18H, 5703824]
[paragraph, [180.0, 550.0, 880.0, 36.0], shoonya_0sWZUS9YVPZ18H, 5703824]
[paragraph, [180.0, 586.0, 880.0, 36.0], shoonya_0sWZUS9YVPZ18H, 5703824]
[paragraph, [178.0, 682.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 718.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 754.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 790.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 826.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 862.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 898.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 934.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 970.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 1006.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 1042.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 1078.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 1114.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 1150.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 1186.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 1222.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[paragraph, [178.0, 1258.0, 879.0, 36.0], shoonya_1sFSJWRQKP968U, 5703824]
[section-title, [183.0, 1336.0, 432.0, 49.5], shoonya_3sJUOZ4KV344JD, 5703824]
[paragraph, [180.0, 1408.0, 881.0, 36.0], shoonya_2sBT38QZU8AS59, 5703824]
[paragraph, [180.0, 1444.0, 881.0, 36.0], shoonya_2sBT38QZU8AS59, 5703824]
[paragraph, [180.0, 1480.0, 881.0, 36.0], shoonya_2sBT38QZU8AS59, 5703824]
[paragraph, [180.0, 1516.0, 881.0, 36.0], shoonya_2sBT38QZU8AS59, 5703824]
