[1320, 1176]
[folio, [71.0, 78.0, 163.0, 18.0], shoonya_0sHJJ01KXXFBND, 5694366]
[folio, [71.0, 96.0, 163.0, 18.0], shoonya_0sHJJ01KXXFBND, 5694366]
[folio, [71.0, 114.0, 163.0, 18.0], shoonya_0sHJJ01KXXFBND, 5694366]
[folio, [71.0, 132.0, 163.0, 18.0], shoonya_0sHJJ01KXXFBND, 5694366]
[folio, [71.0, 150.0, 163.0, 18.0], shoonya_0sHJJ01KXXFBND, 5694366]
[paragraph, [77.0, 208.0, 318.0, 18.0], DDgp8sZPXq, 5694366]
[paragraph, [77.0, 226.0, 318.0, 18.0], DDgp8sZPXq, 5694366]
[paragraph, [77.0, 244.0, 318.0, 18.0], DDgp8sZPXq, 5694366]
[paragraph, [77.0, 262.0, 318.0, 18.0], DDgp8sZPXq, 5694366]
[paragraph, [77.0, 280.0, 318.0, 18.0], DDgp8sZPXq, 5694366]
[paragraph, [77.0, 298.0, 318.0, 18.0], DDgp8sZPXq, 5694366]
[chapter-title, [419.0, 226.0, 308.0, 30.0], 8w5kJRY9JU, 5694366]
[author, [469.0, 270.0, 209.0, 18.0], oxSmJPWvu5, 5694366]
[paragraph, [415.0, 317.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 335.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 353.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 371.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 389.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 407.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 425.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 443.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 461.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 479.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 497.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 515.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 533.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 551.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 569.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 587.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 605.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 623.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 641.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 659.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 677.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 695.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 713.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 731.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 749.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 767.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 785.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 803.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 821.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 839.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 857.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 875.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 893.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [415.0, 911.0, 321.0, 18.0], tRYQRIsP7o, 5694366]
[paragraph, [74.0, 328.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 346.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 364.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 382.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 400.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 418.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 436.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 454.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 472.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 490.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 508.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 526.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 544.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 562.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 580.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 598.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 616.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 634.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 652.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 670.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 688.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 706.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 724.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 742.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 760.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 778.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 796.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 814.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 832.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [74.0, 850.0, 318.0, 18.0], sSyY1DWj3M, 5694366]
[paragraph, [73.0, 883.0, 315.0, 18.0], hCjS-FO05s, 5694366]
[paragraph, [73.0, 901.0, 315.0, 18.0], hCjS-FO05s, 5694366]
[paragraph, [73.0, 919.0, 315.0, 18.0], hCjS-FO05s, 5694366]
[paragraph, [73.0, 937.0, 315.0, 18.0], hCjS-FO05s, 5694366]
[paragraph, [414.0, 951.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 969.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 987.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 1005.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 1023.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 1041.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 1059.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 1077.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 1095.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 1113.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 1131.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 1149.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 1167.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 1185.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [414.0, 1203.0, 318.0, 18.0], 6CWWguEWFS, 5694366]
[paragraph, [70.0, 980.0, 320.0, 18.0], IchlLzPM5Y, 5694366]
[paragraph, [70.0, 998.0, 320.0, 18.0], IchlLzPM5Y, 5694366]
[paragraph, [70.0, 1016.0, 320.0, 18.0], IchlLzPM5Y, 5694366]
[paragraph, [70.0, 1034.0, 320.0, 18.0], IchlLzPM5Y, 5694366]
[paragraph, [70.0, 1052.0, 320.0, 18.0], IchlLzPM5Y, 5694366]
[paragraph, [70.0, 1070.0, 320.0, 18.0], IchlLzPM5Y, 5694366]
[paragraph, [70.0, 1088.0, 320.0, 18.0], IchlLzPM5Y, 5694366]
[paragraph, [70.0, 1106.0, 320.0, 18.0], IchlLzPM5Y, 5694366]
[paragraph, [70.0, 1124.0, 320.0, 18.0], IchlLzPM5Y, 5694366]
[paragraph, [70.0, 1142.0, 320.0, 18.0], IchlLzPM5Y, 5694366]
[paragraph, [70.0, 1160.0, 320.0, 18.0], IchlLzPM5Y, 5694366]
[paragraph, [70.0, 1178.0, 320.0, 18.0], IchlLzPM5Y, 5694366]
[author, [268.0, 1205.0, 89.0, 18.0], AfCp9pkkhL, 5694366]
