[1398, 1050]
[section-title, [120.0, 135.0, 504.0, 30.0], shoonya_1sQQYLWMGICYFP, 6469797]
[paragraph, [113.0, 213.0, 839.0, 18.0], shoonya_0s466LO3C9DRVU, 6469797]
[paragraph, [113.0, 231.0, 839.0, 18.0], shoonya_0s466LO3C9DRVU, 6469797]
[paragraph, [113.0, 249.0, 839.0, 18.0], shoonya_0s466LO3C9DRVU, 6469797]
[paragraph, [113.0, 267.0, 839.0, 18.0], shoonya_0s466LO3C9DRVU, 6469797]
[paragraph, [113.0, 285.0, 839.0, 18.0], shoonya_0s466LO3C9DRVU, 6469797]
[paragraph, [113.0, 303.0, 839.0, 18.0], shoonya_0s466LO3C9DRVU, 6469797]
[paragraph, [113.0, 321.0, 839.0, 18.0], shoonya_0s466LO3C9DRVU, 6469797]
[paragraph, [113.0, 339.0, 839.0, 18.0], shoonya_0s466LO3C9DRVU, 6469797]
[paragraph, [113.0, 357.0, 839.0, 18.0], shoonya_0s466LO3C9DRVU, 6469797]
[paragraph, [113.0, 375.0, 839.0, 18.0], shoonya_0s466LO3C9DRVU, 6469797]
[paragraph, [105.0, 424.0, 828.0, 18.0], shoonya_3s2VZ4TMNJ9PJK, 6469797]
[paragraph, [105.0, 442.0, 828.0, 18.0], shoonya_3s2VZ4TMNJ9PJK, 6469797]
[paragraph, [112.0, 485.0, 495.0, 18.0], 7RcvZSICBV, 6469797]
[paragraph, [112.0, 503.0, 495.0, 18.0], 7RcvZSICBV, 6469797]
[paragraph, [115.0, 536.0, 499.0, 18.0], fcr_165GcX, 6469797]
[paragraph, [115.0, 554.0, 499.0, 18.0], fcr_165GcX, 6469797]
[paragraph, [115.0, 598.0, 478.0, 18.0], PgX332mSmK, 6469797]
[paragraph, [115.0, 616.0, 478.0, 18.0], PgX332mSmK, 6469797]
[paragraph, [111.0, 654.0, 583.0, 18.0], xAC_jYRDzE, 6469797]
[paragraph, [111.0, 672.0, 583.0, 18.0], xAC_jYRDzE, 6469797]
[paragraph, [110.0, 712.0, 840.0, 18.0], gcqpN_jf0O, 6469797]
[paragraph, [110.0, 730.0, 840.0, 18.0], gcqpN_jf0O, 6469797]
[paragraph, [255.0, 758.0, 447.0, 18.0], 6w5AV6J4wB, 6469797]
[paragraph, [255.0, 776.0, 447.0, 18.0], 6w5AV6J4wB, 6469797]
[paragraph, [114.0, 807.0, 832.0, 18.0], 2gRXw18c79, 6469797]
[paragraph, [114.0, 825.0, 832.0, 18.0], 2gRXw18c79, 6469797]
[paragraph, [254.0, 860.0, 620.0, 18.0], 6Cu3-PPDmO, 6469797]
[paragraph, [254.0, 878.0, 620.0, 18.0], 6Cu3-PPDmO, 6469797]
[paragraph, [112.0, 911.0, 490.0, 18.0], VTkP5LeOfy, 6469797]
[paragraph, [112.0, 929.0, 490.0, 18.0], VTkP5LeOfy, 6469797]
[paragraph, [114.0, 970.0, 832.0, 18.0], od0ubZMl8z, 6469797]
[paragraph, [114.0, 988.0, 832.0, 18.0], od0ubZMl8z, 6469797]
[paragraph, [255.0, 1016.0, 627.0, 18.0], fddcYH3jkf, 6469797]
[paragraph, [255.0, 1034.0, 627.0, 18.0], fddcYH3jkf, 6469797]
[paragraph, [111.0, 1072.0, 833.0, 18.0], eGEgBIT0Je, 6469797]
[paragraph, [111.0, 1090.0, 833.0, 18.0], eGEgBIT0Je, 6469797]
[paragraph, [254.0, 1119.0, 692.0, 18.0], V8ei0RfFPU, 6469797]
[paragraph, [254.0, 1137.0, 692.0, 18.0], V8ei0RfFPU, 6469797]
[paragraph, [104.0, 1210.0, 682.0, 18.0], HJvkQFHnnY, 6469797]
[paragraph, [104.0, 1228.0, 682.0, 18.0], HJvkQFHnnY, 6469797]
[paragraph, [108.0, 1270.0, 352.0, 18.0], _DtSVKBj4A, 6469797]
[folio, [779.0, 1308.0, 157.0, 18.0], TqEbXfyv14, 6469797]
