[872, 605]
[section-title, [258.0, 33.0, 85.0, 30.0], EFq0_2P1fq, 6457406]
[folio, [37.0, 36.0, 76.0, 18.0], UPXcsCovSd, 6457406]
[paragraph, [33.0, 75.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 93.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 111.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 129.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 147.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 165.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 183.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 201.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 219.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 237.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 255.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 273.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 291.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 309.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 327.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 345.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 363.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 381.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 399.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 417.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 435.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 453.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 471.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 489.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 507.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [33.0, 525.0, 268.0, 18.0], shoonya_0sE7L0QR2RZ4NB, 6457406]
[paragraph, [310.0, 75.0, 250.0, 18.0], 6Q72vj8Sqt, 6457406]
[paragraph, [301.0, 96.0, 247.0, 18.0], b0NOcayVSL, 6457406]
[paragraph, [301.0, 118.0, 258.0, 18.0], 7lre-LzeqS, 6457406]
[paragraph, [301.0, 136.0, 258.0, 18.0], 7lre-LzeqS, 6457406]
[paragraph, [301.0, 154.0, 258.0, 18.0], 7lre-LzeqS, 6457406]
[paragraph, [300.0, 175.0, 260.0, 18.0], iIzq2e_yP8, 6457406]
[paragraph, [300.0, 193.0, 260.0, 18.0], iIzq2e_yP8, 6457406]
[paragraph, [301.0, 214.0, 264.0, 18.0], aV2QsrtbQH, 6457406]
[paragraph, [301.0, 232.0, 264.0, 18.0], aV2QsrtbQH, 6457406]
[paragraph, [301.0, 250.0, 264.0, 18.0], aV2QsrtbQH, 6457406]
[paragraph, [301.0, 268.0, 264.0, 18.0], aV2QsrtbQH, 6457406]
[paragraph, [301.0, 286.0, 264.0, 18.0], aV2QsrtbQH, 6457406]
[paragraph, [301.0, 304.0, 264.0, 18.0], aV2QsrtbQH, 6457406]
[paragraph, [301.0, 322.0, 264.0, 18.0], aV2QsrtbQH, 6457406]
[paragraph, [301.0, 340.0, 264.0, 18.0], aV2QsrtbQH, 6457406]
[paragraph, [301.0, 358.0, 264.0, 18.0], aV2QsrtbQH, 6457406]
[paragraph, [301.0, 376.0, 264.0, 18.0], aV2QsrtbQH, 6457406]
[paragraph, [301.0, 394.0, 264.0, 18.0], aV2QsrtbQH, 6457406]
[paragraph, [301.0, 412.0, 264.0, 18.0], aV2QsrtbQH, 6457406]
[paragraph, [301.0, 430.0, 264.0, 18.0], aV2QsrtbQH, 6457406]
[paragraph, [303.0, 467.0, 248.0, 18.0], ZG4Z6STXL1, 6457406]
[paragraph, [303.0, 485.0, 248.0, 18.0], ZG4Z6STXL1, 6457406]
[paragraph, [304.0, 502.0, 104.0, 18.0], iyP3lapEQS, 6457406]
[paragraph, [306.0, 519.0, 262.0, 18.0], nNrihgZ81V, 6457406]
[paragraph, [306.0, 537.0, 262.0, 18.0], nNrihgZ81V, 6457406]
[paragraph, [306.0, 555.0, 262.0, 18.0], nNrihgZ81V, 6457406]
[paragraph, [306.0, 573.0, 262.0, 18.0], nNrihgZ81V, 6457406]
[paragraph, [306.0, 591.0, 262.0, 18.0], nNrihgZ81V, 6457406]
[paragraph, [306.0, 609.0, 262.0, 18.0], nNrihgZ81V, 6457406]
[paragraph, [306.0, 627.0, 262.0, 18.0], nNrihgZ81V, 6457406]
[paragraph, [306.0, 645.0, 262.0, 18.0], nNrihgZ81V, 6457406]
[paragraph, [306.0, 663.0, 262.0, 18.0], nNrihgZ81V, 6457406]
[paragraph, [306.0, 681.0, 262.0, 18.0], nNrihgZ81V, 6457406]
[paragraph, [306.0, 699.0, 262.0, 18.0], nNrihgZ81V, 6457406]
[paragraph, [38.0, 541.0, 264.0, 18.0], 9pFXnVfurR, 6457406]
[paragraph, [38.0, 559.0, 264.0, 18.0], 9pFXnVfurR, 6457406]
[paragraph, [178.0, 577.0, 117.0, 18.0], OzOsISSO20, 6457406]
[paragraph, [43.0, 595.0, 212.0, 18.0], ng3Leda-Km, 6457406]
[paragraph, [40.0, 616.0, 265.0, 18.0], J3D31UiluX, 6457406]
[paragraph, [40.0, 634.0, 265.0, 18.0], J3D31UiluX, 6457406]
[paragraph, [40.0, 652.0, 265.0, 18.0], J3D31UiluX, 6457406]
[paragraph, [40.0, 670.0, 265.0, 18.0], J3D31UiluX, 6457406]
[paragraph, [40.0, 688.0, 265.0, 18.0], J3D31UiluX, 6457406]
[paragraph, [40.0, 706.0, 265.0, 18.0], J3D31UiluX, 6457406]
[paragraph, [306.0, 714.0, 260.0, 18.0], MJuHLqfyx9, 6457406]
[paragraph, [306.0, 732.0, 260.0, 18.0], MJuHLqfyx9, 6457406]
[reference, [40.0, 725.0, 269.0, 18.0], Z8akMHdmIj, 6457406]
[reference, [40.0, 743.0, 269.0, 18.0], Z8akMHdmIj, 6457406]
[reference, [40.0, 761.0, 269.0, 18.0], Z8akMHdmIj, 6457406]
[reference, [40.0, 779.0, 269.0, 18.0], Z8akMHdmIj, 6457406]
[reference, [40.0, 797.0, 269.0, 18.0], Z8akMHdmIj, 6457406]
[reference, [40.0, 815.0, 269.0, 18.0], Z8akMHdmIj, 6457406]
[reference, [307.0, 757.0, 260.0, 18.0], mssU7a6mpV, 6457406]
[reference, [307.0, 775.0, 260.0, 18.0], mssU7a6mpV, 6457406]
[reference, [307.0, 793.0, 260.0, 18.0], mssU7a6mpV, 6457406]
[reference, [307.0, 811.0, 260.0, 18.0], mssU7a6mpV, 6457406]
