[1650, 1275]
[paragraph, [275.0, 122.0, 819.0, 36.0], uCOqID9Tp4, 5714402]
[paragraph, [275.0, 158.0, 819.0, 36.0], uCOqID9Tp4, 5714402]
[paragraph, [275.0, 194.0, 819.0, 36.0], uCOqID9Tp4, 5714402]
[paragraph, [275.0, 230.0, 819.0, 36.0], uCOqID9Tp4, 5714402]
[paragraph, [275.0, 266.0, 819.0, 36.0], uCOqID9Tp4, 5714402]
[paragraph, [275.0, 302.0, 819.0, 36.0], uCOqID9Tp4, 5714402]
[paragraph, [275.0, 338.0, 819.0, 36.0], uCOqID9Tp4, 5714402]
[paragraph, [275.0, 374.0, 819.0, 36.0], uCOqID9Tp4, 5714402]
[paragraph, [275.0, 410.0, 819.0, 36.0], uCOqID9Tp4, 5714402]
[paragraph, [275.0, 446.0, 819.0, 36.0], uCOqID9Tp4, 5714402]
[paragraph, [272.0, 553.0, 820.0, 36.0], shoonya_0s1DAKSMR9PCU8, 5714402]
[paragraph, [272.0, 589.0, 820.0, 36.0], shoonya_0s1DAKSMR9PCU8, 5714402]
[paragraph, [272.0, 625.0, 820.0, 36.0], shoonya_0s1DAKSMR9PCU8, 5714402]
[paragraph, [272.0, 661.0, 820.0, 36.0], shoonya_0s1DAKSMR9PCU8, 5714402]
[paragraph, [272.0, 697.0, 820.0, 36.0], shoonya_0s1DAKSMR9PCU8, 5714402]
[paragraph, [272.0, 733.0, 820.0, 36.0], shoonya_0s1DAKSMR9PCU8, 5714402]
[paragraph, [272.0, 769.0, 820.0, 36.0], shoonya_0s1DAKSMR9PCU8, 5714402]
[paragraph, [272.0, 805.0, 820.0, 36.0], shoonya_0s1DAKSMR9PCU8, 5714402]
[paragraph, [272.0, 841.0, 820.0, 36.0], shoonya_0s1DAKSMR9PCU8, 5714402]
[paragraph, [272.0, 877.0, 820.0, 36.0], shoonya_0s1DAKSMR9PCU8, 5714402]
[paragraph, [272.0, 913.0, 820.0, 36.0], shoonya_0s1DAKSMR9PCU8, 5714402]
[paragraph, [272.0, 949.0, 820.0, 36.0], shoonya_0s1DAKSMR9PCU8, 5714402]
[paragraph, [272.0, 985.0, 820.0, 36.0], shoonya_0s1DAKSMR9PCU8, 5714402]
[paragraph, [274.0, 1028.0, 811.0, 36.0], R-OT7Jf6Ae, 5714402]
[paragraph, [274.0, 1064.0, 811.0, 36.0], R-OT7Jf6Ae, 5714402]
[paragraph, [274.0, 1100.0, 811.0, 36.0], R-OT7Jf6Ae, 5714402]
[paragraph, [274.0, 1136.0, 811.0, 36.0], R-OT7Jf6Ae, 5714402]
[paragraph, [274.0, 1172.0, 811.0, 36.0], R-OT7Jf6Ae, 5714402]
[paragraph, [274.0, 1208.0, 811.0, 36.0], R-OT7Jf6Ae, 5714402]
[paragraph, [274.0, 1244.0, 811.0, 36.0], R-OT7Jf6Ae, 5714402]
[paragraph, [274.0, 1280.0, 811.0, 36.0], R-OT7Jf6Ae, 5714402]
[paragraph, [274.0, 1316.0, 811.0, 36.0], R-OT7Jf6Ae, 5714402]
[paragraph, [274.0, 1352.0, 811.0, 36.0], R-OT7Jf6Ae, 5714402]
[paragraph, [274.0, 1388.0, 811.0, 36.0], R-OT7Jf6Ae, 5714402]
[paragraph, [274.0, 1424.0, 811.0, 36.0], R-OT7Jf6Ae, 5714402]
[paragraph, [274.0, 1460.0, 811.0, 36.0], R-OT7Jf6Ae, 5714402]
