[1388, 886]
[folio, [353.0, 67.0, 201.0, 18.0], shoonya_2sQ76NJZ64QW0N, 5742209]
[paragraph, [36.0, 129.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 147.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 165.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 183.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 201.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 219.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 237.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 255.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 273.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 291.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 309.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 327.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 345.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 363.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 381.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 399.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 417.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 435.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 453.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 471.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 489.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 507.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 525.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [36.0, 543.0, 409.0, 18.0], shoonya_0sRLIZ90JTN2YB, 5742209]
[paragraph, [453.0, 131.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 149.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 167.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 185.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 203.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 221.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 239.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 257.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 275.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 293.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 311.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 329.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 347.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 365.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 383.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 401.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 419.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 437.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 455.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 473.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 491.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 509.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 527.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 545.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 563.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 581.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 599.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 617.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 635.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 653.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 671.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 689.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 707.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 725.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 743.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 761.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 779.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 797.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 815.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 833.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 851.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 869.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 887.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 905.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 923.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 941.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 959.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 977.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 995.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1013.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1031.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1049.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1067.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1085.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1103.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1121.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1139.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1157.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1175.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1193.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1211.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1229.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1247.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1265.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1283.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [453.0, 1301.0, 402.0, 18.0], 3xGjn1cIUy, 5742209]
[paragraph, [43.0, 570.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 588.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 606.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 624.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 642.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 660.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 678.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 696.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 714.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 732.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 750.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 768.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 786.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 804.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 822.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 840.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 858.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 876.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 894.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 912.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 930.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 948.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 966.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 984.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 1002.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 1020.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 1038.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 1056.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 1074.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 1092.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 1110.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 1128.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 1146.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
[paragraph, [43.0, 1164.0, 398.0, 18.0], shoonya_1sEB6TFKLK212N, 5742209]
