[1273, 721]
[folio, [43.0, 37.0, 108.0, 18.0], RlQl5uR821, 5782247]
[folio, [43.0, 55.0, 108.0, 18.0], RlQl5uR821, 5782247]
[folio, [69.0, 94.0, 585.0, 18.0], shoonya_2sSRCNAU321ME7, 5782247]
[ordered-list, [30.0, 130.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 148.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 166.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 184.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 202.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 220.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 238.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 256.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 274.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 292.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 310.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 328.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 346.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 364.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 382.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 400.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 418.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 436.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 454.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 472.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 490.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 508.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 526.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 544.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 562.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 580.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 598.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 616.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 634.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 652.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 670.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 688.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 706.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 724.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 742.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 760.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 778.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 796.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 814.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 832.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 850.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 868.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 886.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 904.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 922.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 940.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 958.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 976.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 994.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 1012.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 1030.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 1048.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 1066.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 1084.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 1102.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 1120.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
[ordered-list, [30.0, 1138.0, 660.0, 18.0], shoonya_0sVV67BUVJKQES, 5782247]
