[2339, 1654]
[folio, [118.0, 67.0, 338.0, 36.0], shoonya_2s5KQYNZV6PYLZ, 5750410]
[paragraph, [78.0, 119.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 155.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 191.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 227.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 263.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 299.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 335.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 371.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 407.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 443.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 479.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 515.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 551.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 587.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 623.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 659.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 695.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 731.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 767.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 803.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 839.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 875.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 911.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 947.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 983.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1019.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1055.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1091.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1127.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1163.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1199.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1235.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1271.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1307.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1343.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1379.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1415.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1451.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1487.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1523.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1559.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1595.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1631.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1667.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1703.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1739.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1775.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1811.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1847.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1883.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1919.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1955.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 1991.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 2027.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 2063.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 2099.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[paragraph, [78.0, 2135.0, 1479.0, 36.0], vXlC6DWqHu, 5750410]
[reference, [84.0, 2193.0, 253.0, 36.0], shoonya_0sKMXQKE3OO3FT, 5750410]
