[872, 605]
[section-title, [248.0, 37.0, 113.0, 30.0], l1i-6vSlo9, 6457044]
[folio, [43.0, 39.0, 81.0, 18.0], HxC0yGg4gW, 6457044]
[paragraph, [44.0, 75.0, 256.0, 18.0], RlkLOzGq28, 6457044]
[paragraph, [44.0, 93.0, 256.0, 18.0], RlkLOzGq28, 6457044]
[paragraph, [44.0, 111.0, 256.0, 18.0], RlkLOzGq28, 6457044]
[paragraph, [303.0, 80.0, 254.0, 18.0], GDD7JEZXpM, 6457044]
[paragraph, [303.0, 98.0, 254.0, 18.0], GDD7JEZXpM, 6457044]
[paragraph, [50.0, 131.0, 207.0, 18.0], 4Ki6JMZyUA, 6457044]
[paragraph, [300.0, 132.0, 259.0, 18.0], wnt7TPYL7a, 6457044]
[paragraph, [300.0, 150.0, 259.0, 18.0], wnt7TPYL7a, 6457044]
[paragraph, [53.0, 151.0, 232.0, 18.0], SwaYePd8wp, 6457044]
[paragraph, [43.0, 171.0, 232.0, 18.0], WhBUbhVG2v, 6457044]
[paragraph, [396.0, 171.0, 162.0, 18.0], kVTyJkxXc6, 6457044]
[paragraph, [43.0, 189.0, 229.0, 18.0], FrEC_pcpar, 6457044]
[paragraph, [305.0, 192.0, 244.0, 18.0], ybs-t9ZJPW, 6457044]
[paragraph, [305.0, 210.0, 244.0, 18.0], ybs-t9ZJPW, 6457044]
[paragraph, [40.0, 211.0, 259.0, 18.0], MrI13-UbHR, 6457044]
[paragraph, [307.0, 225.0, 205.0, 18.0], jlrzyed1jT, 6457044]
[paragraph, [43.0, 244.0, 256.0, 18.0], Mxyx4YzXrI, 6457044]
[paragraph, [43.0, 262.0, 256.0, 18.0], Mxyx4YzXrI, 6457044]
[paragraph, [304.0, 245.0, 261.0, 18.0], o_PPtMlXA5, 6457044]
[paragraph, [304.0, 263.0, 261.0, 18.0], o_PPtMlXA5, 6457044]
[paragraph, [304.0, 281.0, 261.0, 18.0], o_PPtMlXA5, 6457044]
[paragraph, [304.0, 299.0, 261.0, 18.0], o_PPtMlXA5, 6457044]
[paragraph, [38.0, 281.0, 265.0, 18.0], MleMfae6IQ, 6457044]
[paragraph, [38.0, 301.0, 262.0, 18.0], 0UJkxRdw3N, 6457044]
[paragraph, [38.0, 319.0, 262.0, 18.0], 0UJkxRdw3N, 6457044]
[paragraph, [307.0, 334.0, 257.0, 18.0], yJp6x9gxzq, 6457044]
[paragraph, [307.0, 352.0, 257.0, 18.0], yJp6x9gxzq, 6457044]
[paragraph, [307.0, 370.0, 257.0, 18.0], yJp6x9gxzq, 6457044]
[paragraph, [307.0, 388.0, 257.0, 18.0], yJp6x9gxzq, 6457044]
[paragraph, [307.0, 406.0, 257.0, 18.0], yJp6x9gxzq, 6457044]
[paragraph, [307.0, 424.0, 257.0, 18.0], yJp6x9gxzq, 6457044]
[paragraph, [307.0, 442.0, 257.0, 18.0], yJp6x9gxzq, 6457044]
[paragraph, [37.0, 338.0, 263.0, 18.0], CIzijMMKWx, 6457044]
[paragraph, [37.0, 356.0, 263.0, 18.0], CIzijMMKWx, 6457044]
[paragraph, [44.0, 373.0, 259.0, 18.0], rPUovu6f6I, 6457044]
[paragraph, [44.0, 391.0, 259.0, 18.0], rPUovu6f6I, 6457044]
[paragraph, [44.0, 409.0, 259.0, 18.0], rPUovu6f6I, 6457044]
[paragraph, [41.0, 430.0, 262.0, 18.0], ZPFgqpxd3J, 6457044]
[paragraph, [41.0, 448.0, 262.0, 18.0], ZPFgqpxd3J, 6457044]
[paragraph, [41.0, 466.0, 262.0, 18.0], ZPFgqpxd3J, 6457044]
[paragraph, [41.0, 484.0, 262.0, 18.0], ZPFgqpxd3J, 6457044]
[paragraph, [41.0, 502.0, 262.0, 18.0], ZPFgqpxd3J, 6457044]
[paragraph, [41.0, 520.0, 262.0, 18.0], ZPFgqpxd3J, 6457044]
[paragraph, [307.0, 460.0, 252.0, 18.0], 3Oc1WNPGoy, 6457044]
[paragraph, [306.0, 479.0, 252.0, 18.0], oLh2RvNeHe, 6457044]
[paragraph, [306.0, 497.0, 252.0, 18.0], oLh2RvNeHe, 6457044]
[paragraph, [307.0, 524.0, 259.0, 18.0], IDiiXaQU1X, 6457044]
[paragraph, [307.0, 542.0, 259.0, 18.0], IDiiXaQU1X, 6457044]
[paragraph, [307.0, 560.0, 259.0, 18.0], IDiiXaQU1X, 6457044]
[paragraph, [44.0, 553.0, 242.0, 18.0], AlRvYHz-5t, 6457044]
[paragraph, [44.0, 571.0, 242.0, 18.0], AlRvYHz-5t, 6457044]
[paragraph, [307.0, 591.0, 262.0, 18.0], GDP07DS1PU, 6457044]
[paragraph, [307.0, 609.0, 262.0, 18.0], GDP07DS1PU, 6457044]
[paragraph, [47.0, 592.0, 257.0, 18.0], 4-ibkjPMNj, 6457044]
[paragraph, [47.0, 610.0, 257.0, 18.0], 4-ibkjPMNj, 6457044]
[paragraph, [306.0, 628.0, 259.0, 18.0], 1EZKQz-ydK, 6457044]
[paragraph, [306.0, 646.0, 259.0, 18.0], 1EZKQz-ydK, 6457044]
[paragraph, [46.0, 629.0, 254.0, 18.0], uC8tXex4aa, 6457044]
[paragraph, [43.0, 665.0, 230.0, 18.0], 2UyooG5R31, 6457044]
[paragraph, [43.0, 683.0, 230.0, 18.0], 2UyooG5R31, 6457044]
[paragraph, [305.0, 680.0, 254.0, 18.0], 4Gf8hOsLWF, 6457044]
[paragraph, [305.0, 698.0, 254.0, 18.0], 4Gf8hOsLWF, 6457044]
[reference, [37.0, 708.0, 263.0, 18.0], EfQ55ViyQw, 6457044]
[reference, [37.0, 726.0, 263.0, 18.0], EfQ55ViyQw, 6457044]
[reference, [37.0, 744.0, 263.0, 18.0], EfQ55ViyQw, 6457044]
[reference, [37.0, 762.0, 263.0, 18.0], EfQ55ViyQw, 6457044]
[reference, [37.0, 780.0, 263.0, 18.0], EfQ55ViyQw, 6457044]
[reference, [37.0, 798.0, 263.0, 18.0], EfQ55ViyQw, 6457044]
[reference, [37.0, 816.0, 263.0, 18.0], EfQ55ViyQw, 6457044]
[reference, [306.0, 729.0, 257.0, 18.0], z3uBZ4USUg, 6457044]
[reference, [306.0, 747.0, 257.0, 18.0], z3uBZ4USUg, 6457044]
[reference, [306.0, 765.0, 257.0, 18.0], z3uBZ4USUg, 6457044]
[reference, [306.0, 783.0, 257.0, 18.0], z3uBZ4USUg, 6457044]
[reference, [306.0, 801.0, 257.0, 18.0], z3uBZ4USUg, 6457044]
