[2339, 1656]
[folio, [409.0, 14.0, 494.0, 36.0], T4nDHGg744, 5656769]
[dateline, [918.0, 18.0, 294.0, 64.5], gGjFDQASgS, 5656769]
[section-title, [540.0, 100.0, 588.0, 52.5], hexCF8K4rt, 5656769]
[author, [657.0, 208.0, 332.0, 36.0], I8LNhm5PIC, 5656769]
[author, [657.0, 244.0, 332.0, 36.0], I8LNhm5PIC, 5656769]
[author, [763.0, 279.0, 129.0, 36.0], shoonya_3sXQPKQK0SE1NP, 5656769]
[contact-info, [269.0, 321.0, 1127.0, 36.0], ifld6wvYRz, 5656769]
[contact-info, [269.0, 357.0, 1127.0, 36.0], ifld6wvYRz, 5656769]
[contact-info, [269.0, 393.0, 1127.0, 36.0], ifld6wvYRz, 5656769]
[contact-info, [269.0, 429.0, 1127.0, 36.0], ifld6wvYRz, 5656769]
[contact-info, [269.0, 465.0, 1127.0, 36.0], ifld6wvYRz, 5656769]
[sub-section-title, [735.0, 534.0, 152.0, 55.5], THLwwF_wJU, 5656769]
[paragraph, [56.0, 630.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 666.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 702.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 738.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 774.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 810.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 846.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 882.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 918.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 954.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 990.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 1026.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 1062.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 1098.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 1134.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 1170.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [56.0, 1206.0, 1558.0, 36.0], shoonya_1sGUX7PMIN1YKI, 5656769]
[paragraph, [53.0, 1262.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1298.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1334.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1370.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1406.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1442.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1478.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1514.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1550.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1586.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1622.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1658.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1694.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1730.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1766.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1802.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1838.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1874.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1910.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1946.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 1982.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[paragraph, [53.0, 2018.0, 1546.0, 36.0], shoonya_0s4D6CTNJRZORQ, 5656769]
[folio, [350.0, 2257.0, 943.0, 36.0], rPN_jIhdPr, 5656769]
[folio, [350.0, 2293.0, 943.0, 36.0], rPN_jIhdPr, 5656769]
