[1625, 1211]
[paragraph, [800.0, 90.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 126.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 162.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 198.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 234.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 270.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 306.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 342.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 378.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 414.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 450.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 486.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 522.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 558.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 594.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 630.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 666.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 702.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 738.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 774.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 810.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 846.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 882.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 918.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 954.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 990.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 1026.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 1062.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 1098.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 1134.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 1170.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 1206.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 1242.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 1278.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 1314.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 1350.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 1386.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [800.0, 1422.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [432.0, 108.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 144.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 180.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 216.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 252.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 288.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 324.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 360.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 396.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 432.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 468.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 504.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 540.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 576.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 612.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 648.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 684.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 720.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 756.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 792.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 828.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [432.0, 864.0, 345.0, 36.0], pohAPyDaYn, 5742418]
[paragraph, [77.0, 109.0, 337.0, 36.0], shoonya_2sIN6RY2GMVZP6, 5742418]
[paragraph, [77.0, 145.0, 337.0, 36.0], shoonya_2sIN6RY2GMVZP6, 5742418]
[paragraph, [77.0, 181.0, 337.0, 36.0], shoonya_2sIN6RY2GMVZP6, 5742418]
[paragraph, [77.0, 217.0, 337.0, 36.0], shoonya_2sIN6RY2GMVZP6, 5742418]
[paragraph, [77.0, 253.0, 337.0, 36.0], shoonya_2sIN6RY2GMVZP6, 5742418]
[paragraph, [77.0, 289.0, 337.0, 36.0], shoonya_2sIN6RY2GMVZP6, 5742418]
[paragraph, [77.0, 325.0, 337.0, 36.0], shoonya_2sIN6RY2GMVZP6, 5742418]
[paragraph, [77.0, 361.0, 337.0, 36.0], shoonya_2sIN6RY2GMVZP6, 5742418]
[paragraph, [77.0, 397.0, 337.0, 36.0], shoonya_2sIN6RY2GMVZP6, 5742418]
[sub-section-title, [201.0, 465.0, 93.0, 36.0], VUpkHUKaVf, 5742418]
[paragraph, [75.0, 510.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 546.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 582.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 618.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 654.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 690.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 726.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 762.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 798.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 834.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 870.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 906.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 942.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 978.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 1014.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 1050.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 1086.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 1122.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 1158.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 1194.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 1230.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 1266.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 1302.0, 341.0, 36.0], W_VuP33sb6, 5742418]
