[2339, 1653]
[paragraph, [389.0, 196.0, 1076.0, 36.0], shoonya_3sTY96HK8HCBZY, 5733821]
[paragraph, [389.0, 232.0, 1076.0, 36.0], shoonya_3sTY96HK8HCBZY, 5733821]
[paragraph, [389.0, 268.0, 1076.0, 36.0], shoonya_3sTY96HK8HCBZY, 5733821]
[paragraph, [389.0, 304.0, 1076.0, 36.0], shoonya_3sTY96HK8HCBZY, 5733821]
[paragraph, [389.0, 340.0, 1076.0, 36.0], shoonya_3sTY96HK8HCBZY, 5733821]
[paragraph, [389.0, 376.0, 1076.0, 36.0], shoonya_3sTY96HK8HCBZY, 5733821]
[paragraph, [389.0, 412.0, 1076.0, 36.0], shoonya_3sTY96HK8HCBZY, 5733821]
[paragraph, [388.0, 488.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 524.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 560.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 596.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 632.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 668.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 704.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 740.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 776.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 812.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 848.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 884.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 920.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 956.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 992.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 1028.0, 1072.0, 36.0], shoonya_1s3XLF62WQ98OL, 5733821]
[paragraph, [388.0, 1074.0, 1073.0, 36.0], shoonya_0sO7EV6HWBAUJF, 5733821]
[paragraph, [388.0, 1110.0, 1073.0, 36.0], shoonya_0sO7EV6HWBAUJF, 5733821]
[paragraph, [388.0, 1146.0, 1073.0, 36.0], shoonya_0sO7EV6HWBAUJF, 5733821]
[paragraph, [388.0, 1182.0, 1073.0, 36.0], shoonya_0sO7EV6HWBAUJF, 5733821]
[paragraph, [388.0, 1218.0, 1073.0, 36.0], shoonya_0sO7EV6HWBAUJF, 5733821]
[paragraph, [388.0, 1254.0, 1073.0, 36.0], shoonya_0sO7EV6HWBAUJF, 5733821]
[paragraph, [388.0, 1290.0, 1073.0, 36.0], shoonya_0sO7EV6HWBAUJF, 5733821]
[paragraph, [388.0, 1326.0, 1073.0, 36.0], shoonya_0sO7EV6HWBAUJF, 5733821]
[paragraph, [388.0, 1362.0, 1073.0, 36.0], shoonya_0sO7EV6HWBAUJF, 5733821]
[paragraph, [388.0, 1398.0, 1073.0, 36.0], shoonya_0sO7EV6HWBAUJF, 5733821]
[paragraph, [388.0, 1434.0, 1073.0, 36.0], shoonya_0sO7EV6HWBAUJF, 5733821]
[paragraph, [389.0, 1487.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1523.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1559.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1595.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1631.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1667.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1703.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1739.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1775.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1811.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1847.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1883.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1919.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1955.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 1991.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 2027.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[paragraph, [389.0, 2063.0, 1082.0, 36.0], shoonya_2sNXJ9HUIT0GML, 5733821]
[folio, [1126.0, 2180.0, 280.0, 36.0], PDmx8Ek3pX, 5733821]
