[1754, 1241]
[placeholder-text, [125.0, 86.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 104.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 122.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 140.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 158.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 176.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 194.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 212.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 230.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 248.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 266.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 284.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 302.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 320.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 338.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 356.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 374.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 392.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 410.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 428.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 446.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 464.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 482.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 500.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 518.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 536.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 554.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 572.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 590.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 608.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 626.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 644.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 662.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 680.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 698.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 716.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 734.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 752.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 770.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 788.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 806.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 824.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 842.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 860.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 878.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 896.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 914.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 932.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 950.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 968.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 986.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1004.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1022.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1040.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1058.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1076.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1094.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1112.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1130.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1148.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1166.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1184.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1202.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1220.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1238.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1256.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1274.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1292.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1310.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1328.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1346.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1364.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1382.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1400.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1418.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1436.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1454.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1472.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1490.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1508.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1526.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1544.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[placeholder-text, [125.0, 1562.0, 991.0, 18.0], SZzRot56Uf, 5719016]
[folio, [59.0, 1619.0, 73.0, 36.0], shoonya_0sBLJNJEZXKS79, 5719016]
