[1250, 857]
[chapter-title, [338.0, 20.0, 242.0, 30.0], shoonya_0s2I805F9KOLUH, 5776209]
[paragraph, [139.0, 70.0, 642.0, 18.0], N3JjdbQXHz, 5776209]
[paragraph, [139.0, 88.0, 642.0, 18.0], N3JjdbQXHz, 5776209]
[paragraph, [139.0, 106.0, 642.0, 18.0], N3JjdbQXHz, 5776209]
[paragraph, [139.0, 124.0, 642.0, 18.0], N3JjdbQXHz, 5776209]
[paragraph, [139.0, 142.0, 642.0, 18.0], N3JjdbQXHz, 5776209]
[paragraph, [139.0, 173.0, 644.0, 18.0], JWx6heKPg7, 5776209]
[paragraph, [139.0, 191.0, 644.0, 18.0], JWx6heKPg7, 5776209]
[paragraph, [139.0, 209.0, 644.0, 18.0], JWx6heKPg7, 5776209]
[paragraph, [139.0, 227.0, 644.0, 18.0], JWx6heKPg7, 5776209]
[paragraph, [139.0, 245.0, 644.0, 18.0], JWx6heKPg7, 5776209]
[paragraph, [138.0, 274.0, 645.0, 18.0], vsJ9pVc2PA, 5776209]
[paragraph, [138.0, 292.0, 645.0, 18.0], vsJ9pVc2PA, 5776209]
[paragraph, [137.0, 321.0, 648.0, 18.0], Haep5Nl8DD, 5776209]
[paragraph, [137.0, 339.0, 648.0, 18.0], Haep5Nl8DD, 5776209]
[paragraph, [137.0, 357.0, 648.0, 18.0], Haep5Nl8DD, 5776209]
[paragraph, [137.0, 375.0, 648.0, 18.0], Haep5Nl8DD, 5776209]
[paragraph, [138.0, 395.0, 650.0, 18.0], 5N0vR9BTHL, 5776209]
[paragraph, [138.0, 413.0, 650.0, 18.0], 5N0vR9BTHL, 5776209]
[paragraph, [138.0, 431.0, 650.0, 18.0], 5N0vR9BTHL, 5776209]
[paragraph, [138.0, 449.0, 650.0, 18.0], 5N0vR9BTHL, 5776209]
[paragraph, [138.0, 467.0, 650.0, 18.0], 5N0vR9BTHL, 5776209]
[paragraph, [137.0, 493.0, 654.0, 18.0], pq0PXhks2o, 5776209]
[paragraph, [137.0, 511.0, 654.0, 18.0], pq0PXhks2o, 5776209]
[paragraph, [137.0, 529.0, 654.0, 18.0], pq0PXhks2o, 5776209]
[paragraph, [136.0, 547.0, 483.0, 18.0], 6456ypgIJL, 5776209]
[paragraph, [136.0, 574.0, 431.0, 18.0], snFtNTYqhn, 5776209]
[paragraph, [137.0, 598.0, 658.0, 18.0], O7QcH3myFv, 5776209]
[paragraph, [137.0, 616.0, 658.0, 18.0], O7QcH3myFv, 5776209]
[paragraph, [133.0, 649.0, 661.0, 18.0], 3glz4CPpvi, 5776209]
[paragraph, [133.0, 667.0, 661.0, 18.0], 3glz4CPpvi, 5776209]
[paragraph, [133.0, 685.0, 661.0, 18.0], 3glz4CPpvi, 5776209]
[paragraph, [133.0, 703.0, 661.0, 18.0], 3glz4CPpvi, 5776209]
[paragraph, [133.0, 721.0, 661.0, 18.0], 3glz4CPpvi, 5776209]
[paragraph, [133.0, 739.0, 661.0, 18.0], 3glz4CPpvi, 5776209]
[paragraph, [133.0, 757.0, 661.0, 18.0], 3glz4CPpvi, 5776209]
[paragraph, [136.0, 774.0, 660.0, 18.0], hBCSA36_jh, 5776209]
[paragraph, [136.0, 792.0, 660.0, 18.0], hBCSA36_jh, 5776209]
[paragraph, [131.0, 825.0, 664.0, 18.0], 4ASnV1WKKn, 5776209]
[paragraph, [131.0, 843.0, 664.0, 18.0], 4ASnV1WKKn, 5776209]
[paragraph, [132.0, 874.0, 665.0, 18.0], ARJkYYNBuG, 5776209]
[paragraph, [132.0, 892.0, 665.0, 18.0], ARJkYYNBuG, 5776209]
[paragraph, [132.0, 910.0, 665.0, 18.0], ARJkYYNBuG, 5776209]
[paragraph, [132.0, 928.0, 665.0, 18.0], ARJkYYNBuG, 5776209]
[paragraph, [132.0, 946.0, 665.0, 18.0], ARJkYYNBuG, 5776209]
[paragraph, [132.0, 964.0, 665.0, 18.0], ARJkYYNBuG, 5776209]
[paragraph, [133.0, 995.0, 661.0, 18.0], -FjAkqvguD, 5776209]
[paragraph, [133.0, 1013.0, 661.0, 18.0], -FjAkqvguD, 5776209]
[paragraph, [133.0, 1031.0, 661.0, 18.0], -FjAkqvguD, 5776209]
[paragraph, [133.0, 1049.0, 661.0, 18.0], -FjAkqvguD, 5776209]
