[1162, 749]
[folio, [332.0, 71.0, 89.0, 18.0], A_6xbcDSPH, 5700209]
[paragraph, [80.0, 122.0, 600.0, 18.0], shoonya_4sUZL5A12AJZ9G, 5700209]
[paragraph, [80.0, 140.0, 600.0, 18.0], shoonya_4sUZL5A12AJZ9G, 5700209]
[paragraph, [80.0, 158.0, 600.0, 18.0], shoonya_4sUZL5A12AJZ9G, 5700209]
[paragraph, [80.0, 176.0, 600.0, 18.0], shoonya_4sUZL5A12AJZ9G, 5700209]
[paragraph, [80.0, 194.0, 600.0, 18.0], shoonya_4sUZL5A12AJZ9G, 5700209]
[paragraph, [80.0, 212.0, 600.0, 18.0], shoonya_4sUZL5A12AJZ9G, 5700209]
[paragraph, [80.0, 230.0, 600.0, 18.0], shoonya_4sUZL5A12AJZ9G, 5700209]
[paragraph, [80.0, 248.0, 600.0, 18.0], shoonya_4sUZL5A12AJZ9G, 5700209]
[paragraph, [80.0, 266.0, 600.0, 18.0], shoonya_4sUZL5A12AJZ9G, 5700209]
[paragraph, [80.0, 284.0, 600.0, 18.0], shoonya_4sUZL5A12AJZ9G, 5700209]
[paragraph, [80.0, 302.0, 600.0, 18.0], shoonya_4sUZL5A12AJZ9G, 5700209]
[paragraph, [88.0, 335.0, 585.0, 18.0], shoonya_3sPQI9NSDF3RPG, 5700209]
[paragraph, [88.0, 353.0, 585.0, 18.0], shoonya_3sPQI9NSDF3RPG, 5700209]
[paragraph, [88.0, 371.0, 585.0, 18.0], shoonya_3sPQI9NSDF3RPG, 5700209]
[paragraph, [88.0, 389.0, 585.0, 18.0], shoonya_3sPQI9NSDF3RPG, 5700209]
[paragraph, [88.0, 407.0, 585.0, 18.0], shoonya_3sPQI9NSDF3RPG, 5700209]
[paragraph, [88.0, 425.0, 585.0, 18.0], shoonya_3sPQI9NSDF3RPG, 5700209]
[paragraph, [88.0, 443.0, 585.0, 18.0], shoonya_3sPQI9NSDF3RPG, 5700209]
[paragraph, [88.0, 461.0, 585.0, 18.0], shoonya_3sPQI9NSDF3RPG, 5700209]
[paragraph, [88.0, 479.0, 585.0, 18.0], shoonya_3sPQI9NSDF3RPG, 5700209]
[paragraph, [86.0, 507.0, 584.0, 18.0], shoonya_2s92109R63NCQ7, 5700209]
[paragraph, [86.0, 525.0, 584.0, 18.0], shoonya_2s92109R63NCQ7, 5700209]
[paragraph, [86.0, 543.0, 584.0, 18.0], shoonya_2s92109R63NCQ7, 5700209]
[paragraph, [86.0, 561.0, 584.0, 18.0], shoonya_2s92109R63NCQ7, 5700209]
[paragraph, [86.0, 579.0, 584.0, 18.0], shoonya_2s92109R63NCQ7, 5700209]
[paragraph, [86.0, 597.0, 584.0, 18.0], shoonya_2s92109R63NCQ7, 5700209]
[paragraph, [86.0, 615.0, 584.0, 18.0], shoonya_2s92109R63NCQ7, 5700209]
[paragraph, [80.0, 646.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 664.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 682.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 700.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 718.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 736.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 754.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 772.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 790.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 808.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 826.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 844.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 862.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 880.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 898.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 916.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 934.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [80.0, 952.0, 595.0, 18.0], shoonya_0sHEPFY1F4BX32, 5700209]
[paragraph, [82.0, 989.0, 593.0, 18.0], shoonya_1sDRVVXZ2BC7ED, 5700209]
[paragraph, [82.0, 1007.0, 593.0, 18.0], shoonya_1sDRVVXZ2BC7ED, 5700209]
[paragraph, [82.0, 1025.0, 593.0, 18.0], shoonya_1sDRVVXZ2BC7ED, 5700209]
[paragraph, [82.0, 1043.0, 593.0, 18.0], shoonya_1sDRVVXZ2BC7ED, 5700209]
[paragraph, [82.0, 1061.0, 593.0, 18.0], shoonya_1sDRVVXZ2BC7ED, 5700209]
