[1162, 749]
[folio, [332.0, 75.0, 86.0, 18.0], shoonya_3s8W7OOMH13W61, 5700198]
[paragraph, [80.0, 120.0, 594.0, 18.0], shoonya_2sHJO5D3YVVZIS, 5700198]
[paragraph, [80.0, 138.0, 594.0, 18.0], shoonya_2sHJO5D3YVVZIS, 5700198]
[paragraph, [80.0, 156.0, 594.0, 18.0], shoonya_2sHJO5D3YVVZIS, 5700198]
[paragraph, [80.0, 174.0, 594.0, 18.0], shoonya_2sHJO5D3YVVZIS, 5700198]
[paragraph, [80.0, 192.0, 594.0, 18.0], shoonya_2sHJO5D3YVVZIS, 5700198]
[paragraph, [78.0, 224.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 242.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 260.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 278.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 296.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 314.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 332.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 350.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 368.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 386.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 404.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 422.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 440.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 458.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 476.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 494.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 512.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 530.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 548.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 566.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 584.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 602.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 620.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 638.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 656.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 674.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 692.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [78.0, 710.0, 593.0, 18.0], shoonya_1sFAJ3MJN28WKY, 5700198]
[paragraph, [76.0, 740.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 758.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 776.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 794.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 812.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 830.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 848.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 866.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 884.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 902.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 920.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 938.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 956.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 974.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 992.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 1010.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 1028.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 1046.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
[paragraph, [76.0, 1064.0, 597.0, 18.0], shoonya_0sTY6XCDMUISP3, 5700198]
