[2339, 1656]
[paragraph, [831.0, 85.0, 706.0, 36.0], shoonya_10sDWRXTUVPUCP, 5749471]
[paragraph, [831.0, 121.0, 706.0, 36.0], shoonya_10sDWRXTUVPUCP, 5749471]
[paragraph, [831.0, 157.0, 706.0, 36.0], shoonya_10sDWRXTUVPUCP, 5749471]
[paragraph, [831.0, 193.0, 706.0, 36.0], shoonya_10sDWRXTUVPUCP, 5749471]
[paragraph, [111.0, 87.0, 701.0, 36.0], shoonya_1sK3N2MSRT47DG, 5749471]
[paragraph, [111.0, 123.0, 701.0, 36.0], shoonya_1sK3N2MSRT47DG, 5749471]
[paragraph, [111.0, 159.0, 701.0, 36.0], shoonya_1sK3N2MSRT47DG, 5749471]
[paragraph, [111.0, 195.0, 701.0, 36.0], shoonya_1sK3N2MSRT47DG, 5749471]
[paragraph, [111.0, 231.0, 701.0, 36.0], shoonya_1sK3N2MSRT47DG, 5749471]
[paragraph, [111.0, 267.0, 701.0, 36.0], shoonya_1sK3N2MSRT47DG, 5749471]
[paragraph, [111.0, 303.0, 701.0, 36.0], shoonya_1sK3N2MSRT47DG, 5749471]
[paragraph, [111.0, 339.0, 701.0, 36.0], shoonya_1sK3N2MSRT47DG, 5749471]
[paragraph, [111.0, 375.0, 701.0, 36.0], shoonya_1sK3N2MSRT47DG, 5749471]
[paragraph, [111.0, 411.0, 701.0, 36.0], shoonya_1sK3N2MSRT47DG, 5749471]
[paragraph, [848.0, 249.0, 679.0, 36.0], shoonya_3s0R49EI4LGQXF, 5749471]
[paragraph, [848.0, 285.0, 679.0, 36.0], shoonya_3s0R49EI4LGQXF, 5749471]
[paragraph, [848.0, 321.0, 679.0, 36.0], shoonya_3s0R49EI4LGQXF, 5749471]
[paragraph, [848.0, 357.0, 679.0, 36.0], shoonya_3s0R49EI4LGQXF, 5749471]
[paragraph, [848.0, 393.0, 679.0, 36.0], shoonya_3s0R49EI4LGQXF, 5749471]
[paragraph, [848.0, 429.0, 679.0, 36.0], shoonya_3s0R49EI4LGQXF, 5749471]
[paragraph, [848.0, 465.0, 679.0, 36.0], shoonya_3s0R49EI4LGQXF, 5749471]
[paragraph, [848.0, 501.0, 679.0, 36.0], shoonya_3s0R49EI4LGQXF, 5749471]
[paragraph, [848.0, 537.0, 679.0, 36.0], shoonya_3s0R49EI4LGQXF, 5749471]
[paragraph, [848.0, 573.0, 679.0, 36.0], shoonya_3s0R49EI4LGQXF, 5749471]
[paragraph, [848.0, 609.0, 679.0, 36.0], shoonya_3s0R49EI4LGQXF, 5749471]
[paragraph, [108.0, 482.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 518.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 554.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 590.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 626.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 662.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 698.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 734.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 770.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 806.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 842.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 878.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 914.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 950.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 986.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1022.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1058.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1094.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1130.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1166.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1202.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1238.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1274.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1310.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1346.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1382.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1418.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1454.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1490.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1526.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1562.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1598.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1634.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1670.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1706.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1742.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [108.0, 1778.0, 715.0, 36.0], shoonya_2sABDA5JML8SK5, 5749471]
[paragraph, [849.0, 681.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 717.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 753.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 789.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 825.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 861.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 897.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 933.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 969.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1005.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1041.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1077.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1113.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1149.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1185.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1221.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1257.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1293.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1329.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1365.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1401.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1437.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1473.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
