[1220, 768]
[folio, [332.0, 68.0, 138.0, 18.0], WZeASfjxOR, 5770547]
[folio, [332.0, 86.0, 138.0, 18.0], WZeASfjxOR, 5770547]
[paragraph, [92.0, 129.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 147.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 165.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 183.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 201.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 219.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 237.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 255.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 273.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 291.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 309.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 327.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 345.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 363.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 381.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 399.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 417.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 435.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 453.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [92.0, 471.0, 300.0, 18.0], BcVvDQxVsT, 5770547]
[paragraph, [394.0, 130.0, 303.0, 18.0], nHR_B_cLUp, 5770547]
[paragraph, [394.0, 148.0, 303.0, 18.0], nHR_B_cLUp, 5770547]
[paragraph, [394.0, 166.0, 303.0, 18.0], nHR_B_cLUp, 5770547]
[paragraph, [394.0, 184.0, 303.0, 18.0], nHR_B_cLUp, 5770547]
[paragraph, [394.0, 202.0, 303.0, 18.0], nHR_B_cLUp, 5770547]
[paragraph, [397.0, 236.0, 294.0, 18.0], PHgv_N5r0r, 5770547]
[paragraph, [397.0, 254.0, 294.0, 18.0], PHgv_N5r0r, 5770547]
[paragraph, [397.0, 272.0, 294.0, 18.0], PHgv_N5r0r, 5770547]
[paragraph, [397.0, 290.0, 294.0, 18.0], PHgv_N5r0r, 5770547]
[paragraph, [397.0, 308.0, 294.0, 18.0], PHgv_N5r0r, 5770547]
[paragraph, [397.0, 326.0, 294.0, 18.0], PHgv_N5r0r, 5770547]
[paragraph, [397.0, 344.0, 294.0, 18.0], PHgv_N5r0r, 5770547]
[paragraph, [397.0, 362.0, 294.0, 18.0], PHgv_N5r0r, 5770547]
[paragraph, [397.0, 380.0, 294.0, 18.0], PHgv_N5r0r, 5770547]
[paragraph, [394.0, 414.0, 291.0, 18.0], F6ceaGcLBy, 5770547]
[paragraph, [394.0, 432.0, 291.0, 18.0], F6ceaGcLBy, 5770547]
[paragraph, [394.0, 450.0, 291.0, 18.0], F6ceaGcLBy, 5770547]
[paragraph, [394.0, 468.0, 291.0, 18.0], F6ceaGcLBy, 5770547]
[paragraph, [393.0, 501.0, 294.0, 18.0], MLs78951Zm, 5770547]
[paragraph, [393.0, 519.0, 294.0, 18.0], MLs78951Zm, 5770547]
[paragraph, [393.0, 537.0, 294.0, 18.0], MLs78951Zm, 5770547]
[paragraph, [83.0, 508.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 526.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 544.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 562.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 580.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 598.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 616.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 634.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 652.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 670.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 688.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 706.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 724.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 742.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 760.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 778.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 796.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 814.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 832.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 850.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 868.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 886.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 904.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 922.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 940.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 958.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 976.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 994.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 1012.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [83.0, 1030.0, 299.0, 18.0], 8WAxaGYZ41, 5770547]
[paragraph, [386.0, 565.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 583.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 601.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 619.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 637.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 655.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 673.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 691.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 709.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 727.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 745.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 763.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 781.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 799.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 817.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 835.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 853.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 871.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 889.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 907.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 925.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 943.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 961.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 979.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
[paragraph, [386.0, 997.0, 291.0, 18.0], 8wVfUbKSUn, 5770547]
