[2200, 1700]
[paragraph, [81.0, 158.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [81.0, 194.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [81.0, 230.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [81.0, 266.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [81.0, 302.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [81.0, 338.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [81.0, 374.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [81.0, 410.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [81.0, 446.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [81.0, 482.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [81.0, 518.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [81.0, 554.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [81.0, 590.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [890.0, 167.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [890.0, 203.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [890.0, 239.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [890.0, 275.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [890.0, 311.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [890.0, 347.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [890.0, 383.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [890.0, 419.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [890.0, 455.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [890.0, 491.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [890.0, 527.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [890.0, 563.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [890.0, 599.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [890.0, 635.0, 719.0, 36.0], shoonya_4sMMHE6O4MPXXL, 5752666]
[paragraph, [87.0, 675.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 711.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 747.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 783.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 819.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 855.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 891.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 927.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 963.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 999.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 1035.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 1071.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 1107.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 1143.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 1179.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 1215.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 1251.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 1287.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 1323.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 1359.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 1395.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 1431.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [87.0, 1467.0, 724.0, 36.0], 6YCmftBH_h, 5752666]
[paragraph, [890.0, 735.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 771.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 807.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 843.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 879.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 915.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 951.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 987.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1023.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1059.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1095.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1131.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1167.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1203.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1239.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1275.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1311.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
