[2337, 1642]
[section-title, [441.0, 159.0, 723.0, 52.5], Ix4UG0QL-H, 5752164]
[paragraph, [344.0, 418.0, 966.0, 36.0], 5ZMMZL_yFX, 5752164]
[paragraph, [344.0, 454.0, 966.0, 36.0], 5ZMMZL_yFX, 5752164]
[paragraph, [344.0, 490.0, 966.0, 36.0], 5ZMMZL_yFX, 5752164]
[paragraph, [344.0, 526.0, 966.0, 36.0], 5ZMMZL_yFX, 5752164]
[paragraph, [344.0, 562.0, 966.0, 36.0], 5ZMMZL_yFX, 5752164]
[paragraph, [344.0, 598.0, 966.0, 36.0], 5ZMMZL_yFX, 5752164]
[paragraph, [336.0, 662.0, 979.0, 36.0], jFxosTQyeB, 5752164]
[paragraph, [336.0, 698.0, 979.0, 36.0], jFxosTQyeB, 5752164]
[paragraph, [336.0, 734.0, 979.0, 36.0], jFxosTQyeB, 5752164]
[paragraph, [336.0, 770.0, 979.0, 36.0], jFxosTQyeB, 5752164]
[paragraph, [336.0, 806.0, 979.0, 36.0], jFxosTQyeB, 5752164]
[paragraph, [336.0, 842.0, 979.0, 36.0], jFxosTQyeB, 5752164]
[paragraph, [336.0, 878.0, 979.0, 36.0], jFxosTQyeB, 5752164]
[paragraph, [336.0, 914.0, 979.0, 36.0], jFxosTQyeB, 5752164]
[paragraph, [336.0, 950.0, 979.0, 36.0], jFxosTQyeB, 5752164]
[paragraph, [336.0, 986.0, 979.0, 36.0], jFxosTQyeB, 5752164]
[paragraph, [336.0, 1022.0, 979.0, 36.0], jFxosTQyeB, 5752164]
[paragraph, [328.0, 1103.0, 997.0, 36.0], 9lSLNWqBvR, 5752164]
[paragraph, [328.0, 1139.0, 997.0, 36.0], 9lSLNWqBvR, 5752164]
[paragraph, [328.0, 1175.0, 997.0, 36.0], 9lSLNWqBvR, 5752164]
[paragraph, [328.0, 1211.0, 997.0, 36.0], 9lSLNWqBvR, 5752164]
[paragraph, [328.0, 1247.0, 997.0, 36.0], 9lSLNWqBvR, 5752164]
[paragraph, [328.0, 1283.0, 997.0, 36.0], 9lSLNWqBvR, 5752164]
[paragraph, [328.0, 1319.0, 997.0, 36.0], 9lSLNWqBvR, 5752164]
[paragraph, [328.0, 1355.0, 997.0, 36.0], 9lSLNWqBvR, 5752164]
[paragraph, [328.0, 1391.0, 997.0, 36.0], 9lSLNWqBvR, 5752164]
[paragraph, [328.0, 1427.0, 997.0, 36.0], 9lSLNWqBvR, 5752164]
[paragraph, [328.0, 1463.0, 997.0, 36.0], 9lSLNWqBvR, 5752164]
[paragraph, [328.0, 1540.0, 987.0, 36.0], NcBX7A52K1, 5752164]
[paragraph, [328.0, 1576.0, 987.0, 36.0], NcBX7A52K1, 5752164]
[paragraph, [328.0, 1612.0, 987.0, 36.0], NcBX7A52K1, 5752164]
[paragraph, [328.0, 1648.0, 987.0, 36.0], NcBX7A52K1, 5752164]
[paragraph, [328.0, 1684.0, 987.0, 36.0], NcBX7A52K1, 5752164]
[paragraph, [328.0, 1720.0, 987.0, 36.0], NcBX7A52K1, 5752164]
[paragraph, [328.0, 1756.0, 987.0, 36.0], NcBX7A52K1, 5752164]
[paragraph, [328.0, 1792.0, 987.0, 36.0], NcBX7A52K1, 5752164]
[paragraph, [328.0, 1828.0, 987.0, 36.0], NcBX7A52K1, 5752164]
[paragraph, [328.0, 1864.0, 987.0, 36.0], NcBX7A52K1, 5752164]
[paragraph, [328.0, 1900.0, 987.0, 36.0], NcBX7A52K1, 5752164]
[paragraph, [328.0, 1936.0, 987.0, 36.0], NcBX7A52K1, 5752164]
[website-link, [555.0, 2267.0, 524.0, 18.0], shoonya_1s6R4PMSX7SM2R, 5752164]
[website-link, [555.0, 2285.0, 524.0, 18.0], shoonya_1s6R4PMSX7SM2R, 5752164]
[website-link, [555.0, 2303.0, 524.0, 18.0], shoonya_1s6R4PMSX7SM2R, 5752164]
