[1162, 749]
[folio, [298.0, 71.0, 169.0, 18.0], 2DehsqqG23, 5699288]
[folio, [298.0, 89.0, 169.0, 18.0], 2DehsqqG23, 5699288]
[paragraph, [76.0, 121.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 139.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 157.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 175.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 193.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 211.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 229.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 247.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 265.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 283.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 301.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 319.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 337.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 355.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 373.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 391.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 409.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 427.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 445.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 463.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 481.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 499.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [76.0, 517.0, 592.0, 18.0], shoonya_0sY5VAK2FJ81HE, 5699288]
[paragraph, [74.0, 560.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 578.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 596.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 614.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 632.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 650.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 668.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 686.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 704.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 722.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 740.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 758.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 776.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 794.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 812.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 830.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 848.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 866.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 884.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 902.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 920.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 938.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 956.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 974.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 992.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 1010.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
[paragraph, [74.0, 1028.0, 599.0, 18.0], shoonya_1sYREBNN1EVN3M, 5699288]
