[1625, 1211]
[paragraph, [428.0, 71.0, 339.0, 36.0], R2ECIysGK0, 5742999]
[paragraph, [428.0, 107.0, 339.0, 36.0], R2ECIysGK0, 5742999]
[paragraph, [428.0, 143.0, 339.0, 36.0], R2ECIysGK0, 5742999]
[paragraph, [428.0, 179.0, 339.0, 36.0], R2ECIysGK0, 5742999]
[paragraph, [428.0, 215.0, 339.0, 36.0], R2ECIysGK0, 5742999]
[paragraph, [428.0, 251.0, 339.0, 36.0], R2ECIysGK0, 5742999]
[paragraph, [428.0, 287.0, 339.0, 36.0], R2ECIysGK0, 5742999]
[paragraph, [428.0, 323.0, 339.0, 36.0], R2ECIysGK0, 5742999]
[paragraph, [71.0, 74.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 110.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 146.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 182.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 218.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 254.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 290.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 326.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 362.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 398.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 434.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 470.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 506.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 542.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 578.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 614.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 650.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 686.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 722.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 758.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 794.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 830.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 866.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 902.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 938.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 974.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 1010.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 1046.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 1082.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 1118.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 1154.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 1190.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 1226.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 1262.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 1298.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 1334.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 1370.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 1406.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [71.0, 1442.0, 339.0, 36.0], Te3xTniDgI, 5742999]
[paragraph, [794.0, 81.0, 342.0, 36.0], shoonya_2sLPG0P39QEJS5, 5742999]
[paragraph, [794.0, 117.0, 342.0, 36.0], shoonya_2sLPG0P39QEJS5, 5742999]
[paragraph, [794.0, 153.0, 342.0, 36.0], shoonya_2sLPG0P39QEJS5, 5742999]
[paragraph, [794.0, 189.0, 342.0, 36.0], shoonya_2sLPG0P39QEJS5, 5742999]
[paragraph, [794.0, 225.0, 342.0, 36.0], shoonya_2sLPG0P39QEJS5, 5742999]
[paragraph, [794.0, 261.0, 342.0, 36.0], shoonya_2sLPG0P39QEJS5, 5742999]
[paragraph, [794.0, 339.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
[paragraph, [794.0, 375.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
[paragraph, [794.0, 411.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
[paragraph, [794.0, 447.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
[paragraph, [794.0, 483.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
[paragraph, [794.0, 519.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
[paragraph, [794.0, 555.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
