[2339, 1653]
[paragraph, [241.0, 247.0, 1161.0, 36.0], vc5-BoyHai, 5687158]
[paragraph, [241.0, 283.0, 1161.0, 36.0], vc5-BoyHai, 5687158]
[paragraph, [241.0, 319.0, 1161.0, 36.0], vc5-BoyHai, 5687158]
[paragraph, [241.0, 355.0, 1161.0, 36.0], vc5-BoyHai, 5687158]
[paragraph, [241.0, 391.0, 1161.0, 36.0], vc5-BoyHai, 5687158]
[paragraph, [251.0, 442.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 478.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 514.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 550.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 586.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 622.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 658.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 694.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 730.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 766.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 802.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 838.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 874.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 910.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 946.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 982.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1018.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1054.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1090.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1126.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1162.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1198.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1234.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1270.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1306.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1342.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1378.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1414.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1450.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1486.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1522.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1558.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1594.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1630.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1666.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1702.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1738.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1774.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1810.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1846.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1882.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1918.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1954.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
[paragraph, [251.0, 1990.0, 1155.0, 36.0], shoonya_0s2XJHTTR8JUN6, 5687158]
